,scout,gato_mestre,minimo_para_valorizar,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome,foto
118,"{'A': 1, 'CA': 3, 'DS': 2, 'FC': 18, 'FD': 7, 'FF': 10, 'FS': 8, 'FT': 4, 'G': 3, 'I': 6}","{'scouts': {'media': {'FS': 0.67, 'A': 0.08, 'FT': 0.33, 'G': 0.25, 'I': 0.5, 'DS': 0.17, 'FC': 1.5, 'CA': 0.25, 'FF': 0.83, 'FD': 0.58}, 'mandante': {'FS': 5, 'FT': 3, 'G': 1, 'I': 2, 'DS': 2, 'FC': 11, 'CA': 2, 'FF': 8, 'FD': 3}, 'visitante': {'FS': 3, 'A': 1, 'FT': 1, 'G': 2, 'I': 4, 'FC': 7, 'CA': 1, 'FF': 2, 'FD': 4}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 65, 'minutos_jogados': 39}",0.11,12,73850,25,327,5,6,0.0,4.57,0.0,7.85,False,aloisio,Alo°sio,Alo°sio,Alo°sio dos Santos Gonáalves,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_0mypCN5.png
119,"{'A': 1, 'CA': 5, 'DS': 10, 'FC': 17, 'FD': 6, 'FF': 8, 'FS': 39, 'G': 1, 'I': 5, 'PP': 1, 'PS': 3}","{'scouts': {'media': {'FS': 2.79, 'A': 0.07, 'G': 0.07, 'I': 0.36, 'DS': 0.71, 'FC': 1.21, 'CA': 0.36, 'PP': 0.07, 'FF': 0.57, 'FD': 0.43, 'PS': 0.21}, 'mandante': {'FS': 25, 'A': 1, 'G': 1, 'I': 4, 'DS': 4, 'FC': 9, 'CA': 4, 'PP': 1, 'FF': 4, 'FD': 5, 'PS': 1}, 'visitante': {'FS': 14, 'I': 1, 'DS': 6, 'FC': 8, 'CA': 1, 'FF': 4, 'FD': 1, 'PS': 2}}, 'media_pontos_mandante': 3.675, 'media_pontos_visitante': 2.85, 'media_minutos_jogados': 59, 'minutos_jogados': 77}",4.55,14,68952,25,356,5,5,0.0,3.32,0.0,4.38,False,marinho,Marinho,Marinho,M†rio SÇrgio Santos Costa,https://s.sde.globo.com/media/person_role/2023/06/20/photo_FORMATO.png
120,"{'FC': 4, 'FS': 1, 'SG': 1}","{'scouts': {'media': {'SG': 0.33, 'FS': 0.33, 'FC': 1.33}, 'mandante': {'FS': 1, 'FC': 1}, 'visitante': {'SG': 1, 'FC': 3}}, 'media_pontos_mandante': 0.2, 'media_pontos_visitante': 2.05, 'media_minutos_jogados': 55, 'minutos_jogados': 49}",-0.11,3,73962,25,293,2,6,-0.9,1.43,-0.5,4.57,True,bruno-peres,Bruno Peres,B. Peres,Bruno da Silva Peres,https://s.sde.globo.com/media/person_role/2023/08/25/photo_220x220.png
121,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 12, 'minutos_jogados': 12}",5.33,1,73800,25,262,3,6,0.0,0.0,0.0,3.97,False,rodrigo-caio,Rodrigo Caio,R. Caio,Rodrigo Caio Coquette Russo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png
122,"{'A': 1, 'CA': 1, 'DS': 2, 'FC': 5, 'FD': 1, 'FF': 3, 'FS': 12, 'G': 1, 'I': 1, 'PI': 1}","{'scouts': {'media': {'FS': 1.09, 'A': 0.09, 'G': 0.09, 'I': 0.09, 'DS': 0.18, 'FC': 0.45, 'CA': 0.09, 'FF': 0.27, 'FD': 0.09}, 'mandante': {'FS': 4, 'A': 1, 'DS': 1, 'FC': 1, 'FF': 2}, 'visitante': {'FS': 8, 'G': 1, 'I': 1, 'DS': 1, 'FC': 4, 'CA': 1, 'FF': 1, 'FD': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 41, 'minutos_jogados': 23}",0.31,10,73479,25,285,5,6,0.0,2.23,0.0,3.14,False,jean-dias,Jean Dias,J. Dias,Jean Dias da Costa,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png
123,"{'A': 1, 'CA': 7, 'DS': 27, 'FC': 20, 'FD': 2, 'FF': 7, 'FS': 16, 'FT': 1, 'G': 1, 'I': 1, 'SG': 13}","{'scouts': {'media': {'SG': 0.57, 'FS': 0.7, 'A': 0.04, 'FT': 0.04, 'G': 0.04, 'I': 0.04, 'DS': 1.17, 'FC': 0.87, 'CA': 0.3, 'FF': 0.3, 'FD': 0.09}, 'mandante': {'SG': 8, 'FS': 8, 'A': 1, 'FT': 1, 'G': 1, 'DS': 20, 'FC': 15, 'CA': 6, 'FF': 6, 'FD': 2}, 'visitante': {'SG': 5, 'FS': 8, 'I': 1, 'DS': 7, 'FC': 5, 'CA': 1, 'FF': 1}}, 'media_pontos_mandante': 6.207692307692308, 'media_pontos_visitante': 3.56, 'media_minutos_jogados': 100, 'minutos_jogados': 102}",1.04,23,79113,25,263,3,7,0.4,5.06,-0.21,9.98,True,victor-cuesta,V°ctor Cuesta,V. Cuesta,V°ctor Leandro Cuesta,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png
124,"{'A': 1, 'CA': 2, 'DS': 1, 'FC': 8, 'FD': 2, 'FF': 3, 'FS': 4, 'FT': 1, 'G': 2, 'I': 4}","{'scouts': {'media': {'FS': 0.25, 'A': 0.06, 'FT': 0.06, 'G': 0.12, 'I': 0.25, 'DS': 0.06, 'FC': 0.5, 'CA': 0.12, 'FF': 0.19, 'FD': 0.12}, 'mandante': {'FS': 2, 'FT': 1, 'G': 1, 'I': 2, 'FC': 2, 'FF': 2}, 'visitante': {'FS': 2, 'A': 1, 'G': 1, 'I': 2, 'DS': 1, 'FC': 6, 'CA': 2, 'FF': 1, 'FD': 2}}, 'media_pontos_mandante': 1.422222222222222, 'media_pontos_visitante': 2.057142857142857, 'media_minutos_jogados': 31, 'minutos_jogados': 8}",0.51,16,79188,25,356,5,6,0.0,1.71,-0.14,4.21,True,silvio-romero,Silvio Romero,S. Romero,Silvio Ezequiel Romero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png
125,"{'CA': 1, 'DS': 11, 'FC': 9, 'FD': 2, 'FF': 1, 'FS': 7, 'SG': 1}","{'scouts': {'media': {'SG': 0.11, 'FS': 0.78, 'DS': 1.22, 'FC': 1, 'CA': 0.11, 'FF': 0.11, 'FD': 0.22}, 'mandante': {'SG': 1, 'FS': 3, 'DS': 5, 'FC': 6, 'CA': 1}, 'visitante': {'FS': 4, 'DS': 6, 'FC': 3, 'FF': 1, 'FD': 2}}, 'media_pontos_mandante': 1.94, 'media_pontos_visitante': 2.875, 'media_minutos_jogados': 85, 'minutos_jogados': 102}",5.58,9,79334,25,327,3,7,6.8,2.36,0.94,3.05,True,ricardo-silva,Ricardo Silva,R. Silva,Ricardo CÇsar Dantas da Silva,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png
126,"{'CA': 3, 'CV': 1, 'DS': 14, 'FC': 19, 'FD': 1, 'FS': 10}","{'scouts': {'media': {'FS': 0.62, 'DS': 0.88, 'FC': 1.19, 'CA': 0.19, 'CV': 0.06, 'FD': 0.06}, 'mandante': {'FS': 3, 'DS': 3, 'FC': 7, 'CA': 2, 'FD': 1}, 'visitante': {'FS': 7, 'DS': 11, 'FC': 12, 'CA': 1, 'CV': 1}}, 'media_pontos_mandante': 0.275, 'media_pontos_visitante': 1.1375, 'media_minutos_jogados': 52, 'minutos_jogados': 21}",2.01,16,79268,25,1371,4,6,2.1,0.7,0.36,1.87,True,filipe-augusto,Filipe Augusto,F. Augusto,Filipe Augusto Carvalho Souza,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png
127,"{'CA': 4, 'DS': 13, 'FC': 20, 'FD': 17, 'FF': 16, 'FS': 9, 'FT': 3, 'G': 7, 'I': 13, 'PP': 1}","{'scouts': {'media': {'FS': 0.41, 'FT': 0.14, 'G': 0.32, 'I': 0.59, 'DS': 0.59, 'FC': 0.91, 'CA': 0.18, 'PP': 0.05, 'FF': 0.73, 'FD': 0.77}, 'mandante': {'FS': 6, 'FT': 2, 'G': 3, 'I': 7, 'DS': 8, 'FC': 12, 'CA': 3, 'FF': 13, 'FD': 14}, 'visitante': {'FS': 3, 'FT': 1, 'G': 4, 'I': 6, 'DS': 5, 'FC': 8, 'CA': 1, 'PP': 1, 'FF': 3, 'FD': 3}}, 'media_pontos_mandante': 4.8076923076923075, 'media_pontos_visitante': 4.500000000000001, 'media_minutos_jogados': 88, 'minutos_jogados': 95}",3.48,22,79631,25,266,5,7,0.0,4.67,0.0,14.13,False,cano,Cano,Cano,Germ†n Ezequiel Cano,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png
128,"{'A': 2, 'CA': 4, 'DS': 9, 'FC': 15, 'FD': 12, 'FF': 14, 'FS': 32, 'FT': 2, 'G': 4, 'I': 5, 'PP': 1}","{'scouts': {'media': {'FS': 1.6, 'A': 0.1, 'FT': 0.1, 'G': 0.2, 'I': 0.25, 'DS': 0.45, 'FC': 0.75, 'CA': 0.2, 'PP': 0.05, 'FF': 0.7, 'FD': 0.6}, 'mandante': {'FS': 19, 'A': 1, 'FT': 2, 'G': 4, 'I': 4, 'DS': 7, 'FC': 12, 'CA': 2, 'PP': 1, 'FF': 9, 'FD': 9}, 'visitante': {'FS': 13, 'A': 1, 'I': 1, 'DS': 2, 'FC': 3, 'CA': 2, 'FF': 5, 'FD': 3}}, 'media_pontos_mandante': 6.263636363636363, 'media_pontos_visitante': 2.0555555555555554, 'media_minutos_jogados': 72, 'minutos_jogados': 74}",3.07,20,80287,25,276,5,2,0.0,4.37,0.0,11.31,False,luciano,Luciano,Luciano,Luciano da Rocha Neves,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png
129,"{'A': 2, 'CA': 1, 'DS': 20, 'FC': 15, 'FD': 2, 'FF': 5, 'FS': 15, 'I': 1}","{'scouts': {'media': {'FS': 1.15, 'A': 0.15, 'I': 0.08, 'DS': 1.54, 'FC': 1.15, 'CA': 0.08, 'FF': 0.38, 'FD': 0.15}, 'mandante': {'FS': 3, 'DS': 10, 'FC': 5, 'CA': 1, 'FF': 4}, 'visitante': {'FS': 12, 'A': 2, 'I': 1, 'DS': 10, 'FC': 10, 'FF': 1, 'FD': 2}}, 'media_pontos_mandante': 2.84, 'media_pontos_visitante': 3.5125, 'media_minutos_jogados': 84, 'minutos_jogados': 102}",3.3,13,79701,25,283,4,6,3.7,3.25,0.2,5.2,True,lucas-silva,Lucas Silva,L. Silva,Lucas Silva Borges,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png
130,"{'A': 1, 'CA': 2, 'DS': 8, 'FC': 6, 'FD': 8, 'FF': 9, 'FS': 19, 'G': 4, 'I': 4, 'PP': 1}","{'scouts': {'media': {'FS': 0.76, 'A': 0.04, 'G': 0.16, 'I': 0.16, 'DS': 0.32, 'FC': 0.24, 'CA': 0.08, 'PP': 0.04, 'FF': 0.36, 'FD': 0.32}, 'mandante': {'FS': 13, 'A': 1, 'G': 2, 'I': 4, 'DS': 7, 'FC': 3, 'CA': 2, 'FF': 8, 'FD': 3}, 'visitante': {'FS': 6, 'G': 2, 'DS': 1, 'FC': 3, 'PP': 1, 'FF': 1, 'FD': 5}}, 'media_pontos_mandante': 3.276923076923077, 'media_pontos_visitante': 1.8416666666666661, 'media_minutos_jogados': 47, 'minutos_jogados': 80}",2.35,25,80196,25,356,4,7,2.0,2.6,0.24,7.77,True,yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png
131,"{'DS': 5, 'FC': 1, 'FS': 1}","{'scouts': {'media': {'FS': 0.2, 'DS': 1, 'FC': 0.2}, 'mandante': {'DS': 5, 'FC': 1}, 'visitante': {'FS': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 25, 'minutos_jogados': 0}",0.75,5,73974,25,277,4,5,0.0,1.24,0.0,3.03,False,alison,Alison,Alison,Alison Lopes Ferreira,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png
132,"{'A': 3, 'CA': 3, 'DS': 23, 'FC': 23, 'FD': 4, 'FF': 6, 'FS': 30, 'I': 5, 'PS': 2}","{'scouts': {'media': {'FS': 1.43, 'A': 0.14, 'I': 0.24, 'DS': 1.1, 'FC': 1.1, 'CA': 0.14, 'FF': 0.29, 'FD': 0.19, 'PS': 0.1}, 'mandante': {'FS': 16, 'A': 2, 'I': 3, 'DS': 14, 'FC': 11, 'CA': 2, 'FF': 4, 'FD': 3, 'PS': 2}, 'visitante': {'FS': 14, 'A': 1, 'I': 2, 'DS': 9, 'FC': 12, 'CA': 1, 'FF': 2, 'FD': 1}}, 'media_pontos_mandante': 3.1666666666666665, 'media_pontos_visitante': 2.3111111111111113, 'media_minutos_jogados': 62, 'minutos_jogados': 21}",4.49,21,78580,25,1371,5,6,4.9,2.8,0.26,7.01,True,jonathan-cafu,Jonathan Cafu,J. Cafu,Jonathan Renato Barbosa,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png
133,"{'CA': 4, 'DS': 5, 'FC': 9, 'FD': 1, 'FS': 1, 'SG': 2}","{'scouts': {'media': {'SG': 0.25, 'FS': 0.12, 'DS': 0.62, 'FC': 1.12, 'CA': 0.5, 'FD': 0.12}, 'mandante': {'SG': 2, 'FS': 1, 'FC': 5, 'CA': 1}, 'visitante': {'DS': 5, 'FC': 4, 'CA': 3, 'FD': 1}}, 'media_pontos_mandante': 2, 'media_pontos_visitante': 0.7499999999999999, 'media_minutos_jogados': 51, 'minutos_jogados': 83}",1.34,8,80538,25,266,3,2,0.9,1.37,-0.63,4.92,True,marlon,Marlon,Marlon,Marlon Santos da Silva Barbosa,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png
134,"{'A': 1, 'CA': 2, 'DS': 15, 'FC': 5, 'FD': 2, 'FF': 3, 'FS': 11, 'PC': 2, 'SG': 3}","{'scouts': {'media': {'SG': 0.33, 'FS': 1.22, 'A': 0.11, 'DS': 1.67, 'FC': 0.56, 'CA': 0.22, 'FF': 0.33, 'FD': 0.22, 'PC': 0.22}, 'mandante': {'SG': 2, 'FS': 5, 'A': 1, 'DS': 6, 'FC': 1, 'CA': 1, 'FF': 2, 'FD': 1, 'PC': 1}, 'visitante': {'SG': 1, 'FS': 6, 'DS': 9, 'FC': 4, 'CA': 1, 'FF': 1, 'FD': 1, 'PC': 1}}, 'media_pontos_mandante': 6.3, 'media_pontos_visitante': 3.5199999999999996, 'media_minutos_jogados': 95, 'minutos_jogados': 102}",1.14,9,80313,25,265,2,7,0.7,4.75,-0.9,8.47,True,gilberto,Gilberto,Gilberto,Gilberto Moraes J£nior,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png
135,"{'A': 1, 'CA': 4, 'DS': 13, 'FC': 21, 'FD': 2, 'FF': 6, 'FS': 12, 'FT': 1, 'G': 1, 'I': 3, 'PC': 1, 'SG': 6}","{'scouts': {'media': {'SG': 0.38, 'FS': 0.75, 'A': 0.06, 'FT': 0.06, 'G': 0.06, 'I': 0.19, 'DS': 0.81, 'FC': 1.31, 'CA': 0.25, 'FF': 0.38, 'FD': 0.12, 'PC': 0.06}, 'mandante': {'SG': 2, 'FS': 5, 'FT': 1, 'G': 1, 'I': 2, 'DS': 5, 'FC': 13, 'CA': 2, 'FF': 2, 'FD': 2}, 'visitante': {'SG': 4, 'FS': 7, 'A': 1, 'I': 1, 'DS': 8, 'FC': 8, 'CA': 2, 'FF': 4, 'PC': 1}}, 'media_pontos_mandante': 3.9142857142857137, 'media_pontos_visitante': 3.9777777777777783, 'media_minutos_jogados': 89, 'minutos_jogados': 102}",0.85,16,80692,25,275,3,6,0.4,3.94,-0.84,7.06,True,luan,Luan,Luan,Luan Garcia Teixeira,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png
136,"{'DS': 2, 'SG': 1}","{'scouts': {'media': {'SG': 0.5, 'DS': 1}, 'mandante': {'SG': 1, 'DS': 1}, 'visitante': {'DS': 1}}, 'media_pontos_mandante': 6.2, 'media_pontos_visitante': 1.2, 'media_minutos_jogados': 75, 'minutos_jogados': 103}",1.32,2,80853,25,284,3,7,1.2,3.7,-0.76,5.43,True,pedro-geromel,Pedro Geromel,P. Geromel,Pedro Tonon Geromel,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png
137,"{'CA': 2, 'DS': 14, 'FC': 12, 'FF': 2, 'FS': 4}","{'scouts': {'media': {'FS': 0.44, 'DS': 1.56, 'FC': 1.33, 'CA': 0.22, 'FF': 0.22}, 'mandante': {'FS': 2, 'DS': 7, 'FC': 6, 'CA': 1, 'FF': 1}, 'visitante': {'FS': 2, 'DS': 7, 'FC': 6, 'CA': 1, 'FF': 1}}, 'media_pontos_mandante': 1.48, 'media_pontos_visitante': 1.85, 'media_minutos_jogados': 84, 'minutos_jogados': 104}",7.03,9,78605,25,285,4,6,8.2,1.65,0.83,5.46,True,gabriel,Gabriel,Gabriel,Gabriel Girotto Franco,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png
138,"{'A': 4, 'CA': 3, 'CV': 1, 'DS': 31, 'FC': 36, 'FD': 2, 'FF': 6, 'FS': 34, 'G': 1, 'I': 5}","{'scouts': {'media': {'FS': 1.48, 'A': 0.17, 'G': 0.04, 'I': 0.22, 'DS': 1.35, 'FC': 1.57, 'CA': 0.13, 'CV': 0.04, 'FF': 0.26, 'FD': 0.09}, 'mandante': {'FS': 22, 'A': 3, 'G': 1, 'I': 4, 'DS': 20, 'FC': 22, 'CA': 2, 'CV': 1, 'FF': 4, 'FD': 2}, 'visitante': {'FS': 12, 'A': 1, 'I': 1, 'DS': 11, 'FC': 14, 'CA': 1, 'FF': 2}}, 'media_pontos_mandante': 3.96923076923077, 'media_pontos_visitante': 2.05, 'media_minutos_jogados': 83, 'minutos_jogados': 109}",-1.04,23,80583,25,277,4,3,-2.1,3.13,-0.59,6.53,True,lucas-lima,Lucas Lima,L. Lima,Lucas Rafael Ara£jo Lima,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png
139,"{'CA': 1, 'CV': 1, 'DS': 4, 'FC': 5, 'FF': 2, 'FS': 5, 'SG': 2}","{'scouts': {'media': {'SG': 0.4, 'FS': 1, 'DS': 0.8, 'FC': 1, 'CA': 0.2, 'CV': 0.2, 'FF': 0.4}, 'mandante': {'FS': 5, 'DS': 4, 'FC': 2, 'CV': 1, 'FF': 1}, 'visitante': {'SG': 2, 'FC': 3, 'CA': 1, 'FF': 1}}, 'media_pontos_mandante': 1.5, 'media_pontos_visitante': 4.45, 'media_minutos_jogados': 70, 'minutos_jogados': 41}",-0.75,5,81551,25,285,2,3,-1.6,2.68,-1.16,5.16,True,hugo-mallo,Hugo Mallo,H. Mallo,Hugo Mallo,https://s.sde.globo.com/media/person_role/2023/08/14/photo_FORMATO_q74YevE.png
140,"{'A': 4, 'CA': 4, 'DS': 36, 'FC': 23, 'FD': 1, 'FF': 2, 'FS': 8, 'G': 1, 'I': 2, 'SG': 8}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",0.41,21,81150,25,275,2,2,0.0,5.09,0.0,8.24,False,mayke,Mayke,Mayke,Mayke Rocha de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png
141,"{'DS': 2, 'FC': 2, 'FD': 1, 'FF': 1, 'FS': 2}","{'scouts': {'media': {'FS': 0.67, 'DS': 0.67, 'FC': 0.67, 'FF': 0.33, 'FD': 0.33}, 'mandante': {'FS': 1, 'DS': 1, 'FC': 1}, 'visitante': {'FS': 1, 'DS': 1, 'FC': 1, 'FF': 1, 'FD': 1}}, 'media_pontos_mandante': 1.4, 'media_pontos_visitante': 1.7, 'media_minutos_jogados': 22, 'minutos_jogados': 19}",1.9,3,81682,25,327,4,6,1.7,1.6,-0.19,4.66,True,cazares,Cazares,Cazares,Juan Ram¢n Cazares Sevillano,https://s.sde.globo.com/media/person_role/2023/08/22/photo_220x220.png
142,"{'CA': 3, 'DS': 7, 'FC': 9, 'FD': 1, 'FS': 4}","{'scouts': {'media': {'FS': 0.4, 'DS': 0.7, 'FC': 0.9, 'CA': 0.3, 'FD': 0.1}, 'mandante': {'FS': 2, 'DS': 4, 'FC': 5, 'CA': 1}, 'visitante': {'FS': 2, 'DS': 3, 'FC': 4, 'CA': 2, 'FD': 1}}, 'media_pontos_mandante': 0.825, 'media_pontos_visitante': 0.43333333333333335, 'media_minutos_jogados': 43, 'minutos_jogados': 98}",1.23,10,78855,25,266,4,3,1.1,0.6,0.07,1.74,True,thiago-santos,Thiago Santos,T. Santos,Thiago dos Santos,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png
143,"{'A': 1, 'CA': 3, 'DS': 9, 'FC': 8, 'FD': 1, 'FF': 4, 'G': 1}","{'scouts': {'media': {'A': 0.17, 'G': 0.17, 'DS': 1.5, 'FC': 1.33, 'CA': 0.5, 'FF': 0.67, 'FD': 0.17}, 'mandante': {'A': 1, 'DS': 4, 'FC': 4, 'CA': 2, 'FF': 4}, 'visitante': {'G': 1, 'DS': 5, 'FC': 4, 'CA': 1, 'FD': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 73, 'minutos_jogados': 66}",1.44,6,78715,25,283,4,5,0.0,3.8,0.0,5.62,False,ramiro,Ramiro,Ramiro,Ramiro Moschen Benetti,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png
144,"{'A': 4, 'CA': 2, 'DS': 23, 'FC': 22, 'FD': 2, 'FF': 10, 'FS': 18, 'I': 1, 'PS': 1}","{'scouts': {'media': {'FS': 0.86, 'A': 0.19, 'I': 0.05, 'DS': 1.1, 'FC': 1.05, 'CA': 0.1, 'FF': 0.48, 'FD': 0.1, 'PS': 0.05}, 'mandante': {'FS': 9, 'A': 4, 'DS': 13, 'FC': 17, 'CA': 1, 'FF': 4, 'FD': 1}, 'visitante': {'FS': 9, 'I': 1, 'DS': 10, 'FC': 5, 'CA': 1, 'FF': 6, 'FD': 1, 'PS': 1}}, 'media_pontos_mandante': 3.4909090909090916, 'media_pontos_visitante': 2.09, 'media_minutos_jogados': 60, 'minutos_jogados': 80}",7.88,21,81845,25,276,4,7,9.3,2.8,1.0,6.68,True,alisson,Alisson,Alisson,Alisson Euler de Freitas Castro,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png
145,"{'CA': 3, 'DE': 59, 'DP': 2, 'FS': 9, 'GS': 19, 'SG': 7}","{'scouts': {'media': {'SG': 0.37, 'FS': 0.47, 'CA': 0.16, 'DE': 3.11, 'DP': 0.11, 'GS': 1}, 'mandante': {'SG': 4, 'FS': 5, 'CA': 1, 'DE': 21, 'GS': 7}, 'visitante': {'SG': 3, 'FS': 4, 'CA': 2, 'DE': 38, 'DP': 2, 'GS': 12}}, 'media_pontos_mandante': 3.9444444444444446, 'media_pontos_visitante': 5.5, 'media_minutos_jogados': 102, 'minutos_jogados': 103}",9.38,19,81881,25,356,1,7,0.0,4.77,0.0,9.36,False,joao-ricardo,JoÑo Ricardo,J. Ricardo,JoÑo Ricardo Riedi,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png
146,"{'A': 3, 'DS': 6, 'FC': 5, 'FS': 4, 'G': 1}","{'scouts': {'media': {'FS': 1.33, 'A': 1, 'G': 0.33, 'DS': 2, 'FC': 1.67}, 'mandante': {'FS': 4, 'A': 3, 'G': 1, 'DS': 6, 'FC': 5}, 'visitante': {}}, 'media_pontos_mandante': 10.233333333333333, 'media_pontos_visitante': 0, 'media_minutos_jogados': 57, 'minutos_jogados': 78}",9.7,3,81798,25,267,5,6,0.0,10.23,0.0,7.62,False,rossi,Rossi,Rossi,Rosicley Pereira da Silva,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png
147,"{'CA': 5, 'DS': 26, 'FC': 26, 'FD': 2, 'FF': 3, 'FS': 21, 'FT': 1}","{'scouts': {'media': {'FS': 1.05, 'FT': 0.05, 'DS': 1.3, 'FC': 1.3, 'CA': 0.25, 'FF': 0.15, 'FD': 0.1}, 'mandante': {'FS': 5, 'DS': 19, 'FC': 12, 'CA': 2, 'FD': 1}, 'visitante': {'FS': 16, 'FT': 1, 'DS': 7, 'FC': 14, 'CA': 3, 'FF': 3, 'FD': 1}}, 'media_pontos_mandante': 2.3222222222222215, 'media_pontos_visitante': 1.4363636363636363, 'media_minutos_jogados': 82, 'minutos_jogados': 90}",1.69,20,81952,25,290,4,7,1.7,1.83,0.5,3.11,True,willian-oliveira,Willian Oliveira,W. Oliveira,Willian Osmar de Oliveira Silva,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png
148,"{'A': 2, 'CA': 7, 'DS': 55, 'FC': 39, 'FD': 7, 'FF': 4, 'FS': 47, 'I': 1}","{'scouts': {'media': {'FS': 2.47, 'A': 0.11, 'I': 0.05, 'DS': 2.89, 'FC': 2.05, 'CA': 0.37, 'FF': 0.21, 'FD': 0.37}, 'mandante': {'FS': 21, 'DS': 21, 'FC': 22, 'CA': 3, 'FF': 2, 'FD': 4}, 'visitante': {'FS': 26, 'A': 2, 'I': 1, 'DS': 34, 'FC': 17, 'CA': 4, 'FF': 2, 'FD': 3}}, 'media_pontos_mandante': 4.062499999999999, 'media_pontos_visitante': 5.4363636363636365, 'media_minutos_jogados': 90, 'minutos_jogados': 86}",4.66,19,82455,25,275,4,7,0.0,4.85,0.0,10.86,False,ze-rafael,ZÇ Rafael,Z. Rafael,JosÇ Rafael Vivian,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png
149,"{'DE': 76, 'FS': 7, 'GS': 23, 'SG': 7}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",4.48,22,82453,25,290,1,7,5.0,4.17,-0.24,7.8,True,tadeu,Tadeu,Tadeu,Tadeu Antìnio Ferreira,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png
