,nome,slug,apelido,foto,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,clube.id.full.name,A,CA,FC,FD,FF,FS,FT,G,I,PE,RB,SG,CV,DD,GS,PP,GC,DP
0,Diego Fabi†n Torres,diego-torres,Diego Torres,https://s.glbimg.com/es/sde/f/2018/08/08/403dbf41c52f6b7063f9a1d999627b58_FORMATO.png,98794,38,CHA,4,7,2.6,5.33,0.64,1.27,Chapecoense,1.0,5.0,14.0,1.0,9.0,5.0,1.0,2.0,1.0,33.0,11.0,,,,,,,
1,JosÇ Marcos Costa Martins,marquinhos,Marquinhos,https://s.glbimg.com/es/sde/f/2018/09/03/e0930336daf900b7753094d97c05ff41_FORMATO.png,98765,38,CHA,4,6,0,0.99,0,1.55,Chapecoense,,1.0,2.0,1.0,,2.0,,,,2.0,3.0,,,,,,,
2,Marcelo dos Santos Rosa,marcelo,Marcelo,https://s.glbimg.com/es/sde/f/2018/05/08/38e74b2d891b77e8bf5e2528f09608c3_FORMATO.png,98874,38,ATL,5,6,0,2.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
3,Luis Antìnio Venker de Menezes,mano-menezes,Mano Menezes,https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png,37281,38,CRU,6,7,5.15,11.3,0.62,3.64,Cruzeiro,,,,,,,,,,,,,,,,,,
4,Pedro Gomes Bortoluzo,pedro-bortoluzo,Pedro Bortoluzo,https://s.glbimg.com/es/sde/f/2018/09/04/08e0c0a0414e51df482079c108b9d382_FORMATO.png,99041,38,SAO,5,6,0,1.49,0,#CAMPO!,SÑo Paulo,,,3.0,1.0,,,,,,,,,,,,,,
5,Derlan de Oliveira Bento,derlan,Derlan,https://s.glbimg.com/es/sde/f/2018/07/31/24afd410e27731384e1a8a4db2986220_FORMATO.png,98945,38,GRE,3,6,0,1.52,0,0,Gràmio,,,,,,,,,,,,,,,,,,
6,Juan Silveira dos Santos,juan,Juan,https://s.glbimg.com/es/sde/f/2018/05/04/a27fb246da3d1abe49c7f9865bfc827e_FORMATO.png,36540,38,FLA,3,5,0,5.74,0,1.55,Flamengo,,1.0,1.0,,1.0,1.0,,,,7.0,3.0,1.0,,,,,,
7,Paulo AndrÇ Cren Benini,paulo-andre,Paulo AndrÇ,https://s.glbimg.com/es/sde/f/2018/03/01/b7709326554a84fe9ce4ce6243d3be27_FORMATO.png,37604,38,ATL,3,6,0,7.18,0,2.98,AtlÇtico-PR,,5.0,11.0,,,7.0,,1.0,,24.0,6.0,7.0,,,,,,
8,Ünderson Daniel Plata GuillÇn,plata,Plata,https://s.glbimg.com/es/sde/f/2018/08/15/e5c84107ae73d82ddbf8e716b4feacc7_FORMATO.png,98841,38,ATL,5,7,0,4.77,0,2.7,AtlÇtico-PR,,,,,,,1.0,,,1.0,,,,,,,,
9,Jean Pyerre Casagrande Silveira Correa,jean-pyerre,Jean Pyerre,https://s.glbimg.com/es/sde/f/2018/09/12/d6f04c6283e5b7fb8302f422d4f8a5fd_FORMATO.png,98832,38,GRE,4,6,0,3.37,0,3.11,Gràmio,,,8.0,5.0,7.0,19.0,,1.0,2.0,16.0,12.0,,,,,,,
10,Elias Lira Nogueira Junior ,elias,Elias,https://s.glbimg.com/es/sde/f/2018/09/12/7611a5bada11e1caea4cac58a32db3e8_FORMATO.png,99034,38,SPO,2,6,0,2.0,0,0,Sport,,,,,,,,,,,,,,,,,,
11,Riuler de Oliveira Faustino,riuler,Riuler,https://s.glbimg.com/es/sde/f/2018/05/08/d02df5afc866bff4bd57ec2a89b945d3_FORMATO.png,99021,38,ATL,2,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
12,Alexsander Jhonatta de Oliveira Andrade,alexsander,Alexsander,https://s.glbimg.com/es/sde/f/2018/05/08/0c6b57f472519b0ccc3970a86ae1b337_FORMATO.png,99411,38,ATL,4,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
13,Edgardo Daniel Orzusa C†ceres,orzusa,Orzusa,https://s.glbimg.com/es/sde/f/2018/08/03/9fe6d520171ca66a71766e405c2f636a_FORMATO.png,99160,38,CHA,4,6,0,2.78,0,0.35,Chapecoense,,,1.0,,,,,,,1.0,1.0,,,,,,,
14,JosÇ Rodolfo Pires Ribeiro,dodo,Dodì,https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png,68727,38,SAN,2,3,0,13.61,0,5.49,Santos,3.0,6.0,25.0,5.0,13.0,40.0,1.0,1.0,2.0,96.0,76.0,14.0,,,,,,
15,Pedro Henrique de Oliveira Correia,pedrao,PedrÑo,https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg,100322,38,PAL,3,6,0,2.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
16,Paulo Henrique Pereira da Silva,paulinho,Paulinho,https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png,100333,38,SAO,5,6,0,1.29,0,2.5,SÑo Paulo,,,,1.0,1.0,1.0,,,,,,,,,,,,
17,Vander Tavares Silva,vander,Vander,,100159,38,CRU,4,6,0,1.0,0,0,Cruzeiro,,,,,,,,,,,,,,,,,,
18,Rodrygo Silva de Goes,rodrygo,Rodrygo,https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png,100651,38,SAN,5,7,10.8,13.05,1.28,4.24,Santos,3.0,1.0,32.0,17.0,16.0,66.0,2.0,8.0,1.0,71.0,19.0,,,,,,,
19,Michel Fernandes Bastos,michel-bastos,Michel Bastos,https://s.glbimg.com/es/sde/f/2018/05/24/0126c46938216c0c50c04a26ea95c336_FORMATO.png,37607,38,SPO,4,6,0,4.8,0,2.94,Sport,3.0,1.0,20.0,5.0,18.0,17.0,3.0,4.0,5.0,53.0,9.0,,,,,,,
20,Matheus Matias Ferreira,matheus-matias,Matheus Matias,https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png,100430,38,COR,5,6,0,2.66,0,0,Corinthians,,,,,,,,,,,,,,,,,,
21,Felipe Souza Moreno Sampaio,felipe,Felipe,https://s.glbimg.com/es/sde/f/2018/01/21/2bee05842c9d96fbbae04d80edc9f2fb_FORMATO.png,99425,38,FLU,5,6,0,1.0,0,0,Fluminense,,,,,,,,,,,,,,,,,,
22,Yuri Alberto Monteiro da Silva,yuri-alberto,Yuri Alberto,https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png,100652,38,SAN,5,6,0,2.25,0,1.06,Santos,,1.0,2.0,5.0,3.0,3.0,,,2.0,,1.0,,,,,,,
23,Weverton Almeida Silva,weverton-almeida,Weverton Almeida,https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png,100459,38,ATL,3,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
24,Igor Matheus Liziero Pereira ,liziero,Liziero,https://s.glbimg.com/es/sde/f/2018/08/22/5074326c849aa0f7702b74cfcf2be30f_FORMATO.png,100761,38,SAO,2,7,#CAMPO!,6.24,#CAMPO!,3.7,SÑo Paulo,1.0,4.0,28.0,,8.0,27.0,,1.0,1.0,31.0,35.0,10.0,,,,,,
25,Welington Pereira Rodrigues,gum,Gum,https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png,68887,38,FLU,3,7,4.4,6.37,0.68,2.88,Fluminense,1.0,5.0,34.0,3.0,8.0,14.0,,1.0,1.0,53.0,26.0,11.0,,,,,,
26,Gabriel Baralhas,baralhas,Baralhas,https://s.glbimg.com/es/sde/f/2018/07/16/28f39d74cf08d7877f7636c358641eb4_FORMATO.png,99440,38,ATL,4,6,0,2.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
27,Diego Terra Loureiro,diego,Diego,https://s.glbimg.com/es/sde/f/2018/07/31/1acd43a543bac1739692fcd99d2a0f5e_FORMATO.png,99430,38,BOT,1,6,0,1.98,0,5,Botafogo,,,,,,,,,,,,1.0,,,,,,
28,Matheus Henrique de Souza,matheus-henrique,Matheus Henrique,https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png,100742,38,GRE,4,2,0,1.41,#CAMPO!,2.28,Gràmio,,3.0,9.0,,3.0,9.0,,2.0,,15.0,13.0,,,,,,,
29,Daniel dos Santos Oliveira,daniel,Daniel ,https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png,99461,38,ATL,3,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
30,Guilherme Alecsander Guedes,guilherme-guedes,Guilherme Guedes,,100741,38,GRE,2,6,0,0.95,0,1,Gràmio,,,1.0,,,,,,,,1.0,,,,,,,
31,Guilherme Bissoli Campos ,bissoli,Bissoli,https://s.glbimg.com/es/sde/f/2018/08/21/22011257c0776df772761efd89a801d2_FORMATO.png,100762,38,SAO,5,6,0,2.0,0,0,SÑo Paulo,,,,,,,,,,,,,,,,,,
32,Diogo Augusto Pereira Neto,diogo,Diogo,https://s.glbimg.com/es/sde/f/2018/01/21/14cbdb450d8081db2cd35451de9e77ef_FORMATO.png,100683,38,FLU,2,6,0,1.0,0,0,Fluminense,,,,,,,,,,,,,,,,,,
33,Matheus Gabriel Guedes Caetano,matheus-guedes,Matheus Guedes,https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png,100746,38,SAN,3,6,0,2.0,0,0,Santos,,,,,,,,,,,,,,,,,,
34,Robson Azevedo da Silva,robinho,Robinho,https://s.glbimg.com/es/sde/f/2018/07/25/6b15b755bc411ce7d63c908bc84f2fae_FORMATO.png,99574,38,AME,5,6,0,3.35,0,1.13,AmÇrica-MG,1.0,1.0,8.0,3.0,7.0,11.0,1.0,,2.0,24.0,8.0,,,,,,,
35,Gabriel Davi Gomes Sara,gabriel,Gabriel,https://s.glbimg.com/es/sde/f/2018/08/21/de4ebb4930052513099aefe26a7f4caa_FORMATO.png,100763,38,SAO,4,6,0,1.0,0,0,SÑo Paulo,,,,,,,,,,,,,,,,,,
36,Emerson Barbosa Rodrigues Dos Santos,emerson-barbosa,Emerson Barbosa,https://s.glbimg.com/es/sde/f/2018/03/21/412270f069daea4bf712a92e52a6a14e_FORMATO.png,100800,38,SAN,2,6,0,1.0,0,0,Santos,,,,,,,,,,,,,,,,,,
37,Jean Carlos de Brito,jean,Jean,https://s.glbimg.com/es/sde/f/2018/07/05/bffb1664849744b4d0766f95b9bbff78_FORMATO.png,99584,38,SPO,2,6,0,3.0,0,0,Sport,,,,,,,,,,,,,,,,,,
38,Patrick William S† de Oliveira,patrick,Patrick,https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png,99595,38,CEA,3,6,0,1.12,0,#CAMPO!,Cear†,,1.0,2.0,,,,,,,2.0,2.0,,,,,,,
39,Brenno Oliveira Fraga Costa,brenno,Brenno,https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg,100830,38,GRE,1,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
40,Bruno Cosendey Lobo Pinto,bruno-cosendey,Bruno Cosendey,https://s.glbimg.com/es/sde/f/2018/09/27/fa6ad7ea560f7cfd705eed2799c9c148_FORMATO.png,99615,38,VAS,4,6,0,3.35,0,1.53,Vasco,1.0,,11.0,2.0,3.0,3.0,,1.0,,20.0,6.0,,,,,,,
41,Filipe Gonáalves dos Santos,filipe,Filipe,https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_FORMATO.png,100712,38,COR,1,6,0,1.0,0,0,Corinthians,,,,,,,,,,,,,,,,,,
42,Carlos Emiliano Pereira,carlinhos,Carlinhos,https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png,63194,38,AME,2,7,#CAMPO!,11.01,#CAMPO!,4.13,AmÇrica-MG,2.0,9.0,52.0,10.0,10.0,30.0,1.0,2.0,4.0,78.0,55.0,7.0,,,,,,
43,Luiz Henrique Beserra dos Santos,luiz-henrique,Luiz Henrique,https://s.glbimg.com/es/sde/f/2018/09/04/8faa5c06d04fcf63cbbe6913818173e3_FORMATO.png,99627,38,BAH,4,6,#CAMPO!,2.94,#CAMPO!,#CAMPO!,Bahia,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,
44,Yago Fernando da Silva,yago,Yago,https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png,77500,38,BOT,3,6,0,4.23,0,3.12,Botafogo,,,3.0,,,1.0,,,,3.0,5.0,2.0,,,,,,
45,Luan Madson GedeÑo De Paiva,luan,Luan,https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png,63219,38,ATL,5,7,5.4,14.77,0.26,4.45,AtlÇtico-MG,5.0,6.0,64.0,10.0,26.0,44.0,1.0,3.0,4.0,111.0,88.0,,,,,,,
46,Jadson Ailton Oliveira Da Silva Vale,jadson,Jadson,https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg,99629,38,GRE,5,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
47,Ezequiel Gonzalo Esperon,esperon,Esperon,https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg,99628,38,GRE,4,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
48,Eden°lson Andrade Dos Santos,edenilson,Eden°lson,https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png,63289,38,INT,4,6,4.6,9.24,0.68,2.83,Internacional,5.0,8.0,33.0,5.0,12.0,41.0,,3.0,2.0,73.0,44.0,,1.0,,,,,
49,Brenner Souza da Silva,brenner,Brenner,https://s.glbimg.com/es/sde/f/2018/08/21/993c919329907447bdfe72defc7eced9_FORMATO.png,99789,38,SAO,5,5,#CAMPO!,2.14,#CAMPO!,2.47,SÑo Paulo,,,3.0,1.0,3.0,4.0,,1.0,3.0,6.0,4.0,,,,,,,
50,Jucilei da Silva,jucilei,Jucilei,https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png,63422,38,SAO,4,6,0,8.15,0,3.16,SÑo Paulo,,5.0,49.0,1.0,2.0,42.0,,,,64.0,79.0,,,,,,,
51,AndrÇ Felipe Ribeiro de Souza,andre,AndrÇ,https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png,68690,38,GRE,5,6,#CAMPO!,6.55,0.21,1.32,Gràmio,,5.0,45.0,7.0,14.0,32.0,,4.0,13.0,41.0,10.0,,,,,,,
52,Ricardo Queiroz de Alencastro Graáa,ricardo,Ricardo,https://s.glbimg.com/es/sde/f/2018/09/27/8b63cdcb68dc035fb9be678fc9c4b4e7_FORMATO.png,99881,38,VAS,3,6,5.2,4.49,0.82,1.86,Vasco,,6.0,13.0,1.0,,9.0,,,2.0,15.0,15.0,4.0,,,,,,
53,Leonardo da Silva Simas,leonardo-simas,Leonardo Simas,https://s.glbimg.com/es/sde/f/2018/05/08/9f9fa35de662c141a4b23af95f99f022_FORMATO.png,99832,38,ATL,2,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
54,Rodrigo Modesto da Silva Moledo,rodrigo-moledo,Rodrigo Moledo,https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png,63354,38,INT,3,7,5.9,12.74,#CAMPO!,5.78,Internacional,,4.0,24.0,4.0,12.0,30.0,,2.0,2.0,30.0,46.0,13.0,1.0,,,,,
55,Bergson Gustavo Silveira da Silva,bergson,Bergson,https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png,68696,38,ATL,5,6,0,3.47,0,2.49,AtlÇtico-PR,1.0,6.0,22.0,5.0,20.0,16.0,,3.0,4.0,14.0,5.0,,,,,,,
56,Bruno CÇsar Pereira da Silva,bruno-silva,Bruno Silva,https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png,68698,38,CRU,4,6,0,6.27,0,2.21,Cruzeiro,1.0,5.0,35.0,2.0,13.0,13.0,1.0,2.0,,35.0,26.0,,,,,,,
57,JosÇ Francisco dos Santos J£nior,junior-brumado,J£nior Brumado,https://s.glbimg.com/es/sde/f/2018/03/21/bd18849356245d84cf422f076a8f1cdf_FORMATO.png,99894,38,BAH,5,6,0,2.75,0,1.04,Bahia,,3.0,17.0,2.0,10.0,9.0,1.0,1.0,6.0,8.0,5.0,,,,,,,
58,Yimmi Javier Char† Zamora,chara,Char†,https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png,99891,38,ATL,5,7,4.3,10.47,#CAMPO!,4.15,AtlÇtico-MG,7.0,1.0,20.0,5.0,10.0,48.0,,1.0,4.0,44.0,25.0,,,,,,,
59,Khevin Rodrigo Fraga,khevin,Khevin,https://s.glbimg.com/es/sde/f/2018/05/24/aa909d621dc61944afb0d68fa14e38af_FORMATO.png,99921,38,CHA,4,6,0,2.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
60,Lucas da Silva Ribeiro Campos,lucas-campos,Lucas Campos,https://s.glbimg.com/es/sde/f/2018/05/17/9790a9eb14c2629004e401eb258e2505_FORMATO.png,99903,38,BOT,5,6,0,1.0,0,0,Botafogo,,,,,,,,,,,,,,,,,,
61,Jhonny Lucas Flora Barboza ,jhonny-lucas,Jhonny Lucas,https://s.glbimg.com/es/sde/f/2018/03/21/1891e9e504ce289621d56cf6db5ba93d_FORMATO.png,99994,38,PAR,4,7,12.9,5.71,1.65,1.69,Paran†,,7.0,51.0,6.0,10.0,22.0,,2.0,1.0,44.0,31.0,,,,,,,
62,Ezequiel Santos da Silva,ezequiel,Ezequiel,https://s.glbimg.com/es/sde/f/2018/05/17/f4995e8da11ffe996033b0ebf06c4a13_FORMATO.png,99915,38,BOT,5,6,0.9,4.18,#CAMPO!,1.85,Botafogo,1.0,,4.0,1.0,3.0,9.0,,,,5.0,6.0,,,,,,,
63,Guilherme de Aguiar Camacho,camacho,Camacho,https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png,68770,38,ATL,4,7,2.4,4.51,0.66,2.11,AtlÇtico-PR,,2.0,31.0,2.0,5.0,14.0,,1.0,,37.0,36.0,,1.0,,,,,
64,Lincoln Corràa dos Santos,lincoln,Lincoln,https://s.glbimg.com/es/sde/f/2018/05/04/26a67180b8114a860a9e6f9c54cdebd4_FORMATO.png,100065,38,FLA,5,6,0,1.98,0,0.86,Flamengo,,,7.0,3.0,3.0,3.0,,,2.0,4.0,4.0,,,,,,,
65,M†rcio Passos de Albuquerque,emerson-sheik,Emerson Sheik,https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png,68744,38,COR,5,3,0,5.42,0,1.05,Corinthians,2.0,3.0,8.0,2.0,3.0,15.0,1.0,,1.0,10.0,4.0,,,,,,,
66,Linik Eduardo Santos,linik,Linik,https://s.glbimg.com/es/sde/f/2018/03/21/1b2fe22656db0d2209b8e7ef2717f9a7_FORMATO.png,99545,38,VIT,4,6,0,1.0,0,0,Vit¢ria,,,,,,,,,,,,,,,,,,
67,Matheus Soares Thuler,thuler,Thuler,https://s.glbimg.com/es/sde/f/2018/05/04/092bb0f0452c36118decf2dba0e806a4_FORMATO.png,100125,38,FLA,3,6,0,4.34,0,6.06,Flamengo,,1.0,6.0,,2.0,2.0,,1.0,,9.0,13.0,4.0,,,,,,
68,Kleber Augusto Caetano Leite Filho,kleber,Kleber,https://s.glbimg.com/es/sde/f/2018/05/04/3c7fcc093b6dd915834a1c3c3231e0c0_FORMATO.png,100126,38,FLA,2,6,0,2.0,0,0,Flamengo,,,,,,,,,,,,,,,,,,
69,Igor Silveira Gomes,igor-gomes,Igor Gomes,https://s.glbimg.com/es/sde/f/2018/08/22/151d1a25f1a557fbf4d66544c4d67e2a_FORMATO.png,100084,38,SAO,4,5,0,0.78,#CAMPO!,0.25,SÑo Paulo,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,
70,Maximiliano Gast¢n L¢pez,maxi-lopez,Maxi L¢pez,https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png,68800,38,VAS,5,7,#CAMPO!,8.12,#CAMPO!,3.74,Vasco,6.0,8.0,56.0,6.0,15.0,22.0,2.0,7.0,7.0,37.0,5.0,,,,,,,
71,Severino do Ramo Clementino da Silva,nino-paraiba,Nino Para°ba,https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png,68808,38,BAH,2,5,0,12.72,0,5.39,Bahia,1.0,4.0,25.0,4.0,5.0,36.0,,,,45.0,54.0,8.0,,,,,,
72,Pablo Carneiro Freitas,pablo-maldini,Pablo Maldini,,100127,38,FLA,2,6,0,1.0,0,0,Flamengo,,,,,,,,,,,,,,,,,,
73,Jonathan Doin,paulo-miranda,Paulo Miranda,https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png,68817,38,GRE,3,6,0,7.39,0,4.77,Gràmio,,2.0,12.0,1.0,4.0,16.0,,,1.0,31.0,23.0,7.0,,,,,,
74,Rafael Galhardo de Souza,rafael-galhardo,Rafael Galhardo,https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png,68821,38,VAS,2,6,0,2.65,0,0.85,Vasco,,2.0,8.0,4.0,7.0,9.0,,,1.0,28.0,7.0,,,,,,,
75,Lucas Soares de Almeida,lucas-soares,Lucas Soares,,100158,38,CRU,2,6,0,1.0,0,0,Cruzeiro,,,,,,,,,,,,,,,,,,
76,SÇrgio Dutra J£nior,junior-dutra,J£nior Dutra,https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png,68784,38,FLU,5,6,0,4.06,0,1,Fluminense,1.0,2.0,25.0,2.0,9.0,17.0,,,,29.0,14.0,,,,,,,
77,Marcelo Lomba do Nascimento,marcelo-lomba,Marcelo Lomba,https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png,68872,38,INT,1,7,3.7,8.9,#CAMPO!,4.83,Internacional,,1.0,,,,5.0,,,,7.0,1.0,10.0,,34.0,18.0,,,
78,Jonathan Copete Valencia,copete,Copete,https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png,77959,38,SAN,5,7,8.4,6.22,1.46,1.61,Santos,,,10.0,1.0,3.0,14.0,,1.0,1.0,12.0,13.0,,,,,,,
79,Paulo Victor Mileo Vidotti,paulo-victor,Paulo Victor,https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png,68873,38,GRE,1,7,8,7.64,#CAMPO!,3.51,Gràmio,,2.0,,,,3.0,,,,8.0,,9.0,,22.0,18.0,,,
80,Madson Ferreira dos Santos,madson,Madson,https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png,78077,38,GRE,2,6,0,6.48,0,4.26,Gràmio,2.0,,5.0,1.0,5.0,7.0,,,1.0,12.0,8.0,2.0,,,,,,
81,Derlis Alberto Gonz†lez Galeano,derlis-gonzalez,Derlis Gonz†lez,https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png,75372,38,SAN,5,6,0,8.78,0,2.97,Santos,5.0,5.0,27.0,4.0,4.0,16.0,,1.0,5.0,23.0,19.0,,,,,,,
82,Eduardo Pereira Rodrigues,dudu,Dudu,https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png,68920,38,PAL,5,7,14,17.35,1.7,6.32,Palmeiras,14.0,9.0,28.0,25.0,22.0,127.0,2.0,7.0,4.0,104.0,18.0,,1.0,,,1.0,,
83,Vinicius Santos Silva,vinicius,Vinicius,https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png,68917,38,CHA,5,6,0,2.6,0,0.42,Chapecoense,,,8.0,2.0,5.0,9.0,,,1.0,16.0,2.0,,,,,,,
84,Rodrigo J£nior Paula Silva,digao,DigÑo,https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png,68886,38,FLU,3,7,3.2,6.52,0.36,3.63,Fluminense,,3.0,35.0,4.0,5.0,12.0,,1.0,,34.0,32.0,10.0,,,,,,
85,AndrÇ Luiz Barretto Silva Lima,andre-lima,AndrÇ Lima,https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png,68893,38,VIT,5,6,0,4.07,0,0.76,Vit¢ria,,3.0,36.0,6.0,5.0,28.0,,2.0,5.0,21.0,5.0,,,,,,,
86,Wellington Alves da Silva,wellington-silva,Wellington Silva,https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png,68895,38,INT,5,7,#CAMPO!,2.61,0.25,0.97,Internacional,1.0,,4.0,1.0,,8.0,,1.0,,15.0,2.0,,1.0,,,,,
87,Leonardo Fabiano da Silva e Silva,leonardo-silva,Leonardo Silva,https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png,68925,38,ATL,3,7,3.4,9.98,0.52,4.48,AtlÇtico-MG,,8.0,34.0,3.0,8.0,28.0,1.0,4.0,4.0,55.0,40.0,9.0,,,,,1.0,
88,Victor Luis Chuab Zamblauskas,victor-luis,Victor Luis,https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png,86410,38,PAL,2,7,2.7,8.51,#CAMPO!,4.61,Palmeiras,,4.0,20.0,5.0,9.0,23.0,,1.0,1.0,51.0,35.0,10.0,,,,,,
89,CÇsar Bernardo Dutra,cesar,CÇsar,https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png,78086,38,FLA,1,7,#CAMPO!,4.45,#CAMPO!,5.59,Flamengo,,1.0,,,,6.0,,,,12.0,,8.0,,20.0,13.0,,,1.0
90,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png,78248,38,SAN,3,7,#CAMPO!,5.37,#CAMPO!,3.14,Santos,,7.0,38.0,8.0,8.0,15.0,1.0,1.0,4.0,31.0,23.0,12.0,,,,,,
