,nome,slug,apelido,foto,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,clube.id.full.name,A,CA,FC,FD,FF,FS,FT,G,I,PE,RB,SG,CV,DD,GS,PP,GC,DP
650,Jean Lucas Figueiredo,jean-lucas,Jean Lucas,https://s.glbimg.com/es/sde/f/2018/11/14/b0bfffeab1fda23ee0be0cdb5d9e9793_FORMATO.png,97987,38,PAR,4,6,0,0.84,0,#CAMPO!,Paran†,,1.0,6.0,,1.0,2.0,,,,,,,,,,,,
651,Marllon Gonáalves Jerìnimo Borges,marllon,Marllon,https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png,70666,38,COR,3,6,0,5.47,0,2.47,Corinthians,,,1.0,,1.0,1.0,,,,3.0,5.0,,,,,,,
652,Marcos Vin°cius da Silva Santos,marcos-vinicius,Marcos Vin°cius ,https://s.glbimg.com/es/sde/f/2018/05/17/5821104539e471cb543e8668646b2c01_FORMATO.png,97969,38,CHA,2,6,0,2.14,0,3.4,Chapecoense,,,3.0,,,2.0,,,,2.0,3.0,,,,,,,
653,Giovanni Silva Tiepo,tiepo,Tiepo,https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png,98412,38,CHA,1,6,0,2.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
654,Bruno Bortolini Jackel,bruno,Bruno,https://s.glbimg.com/es/sde/f/2018/05/24/5343c806a41adb731a9e4da46f95fbb9_FORMATO.png,98420,38,CHA,2,6,0,1.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
655,Ma°lson Ten¢rio dos Santos,mailson,Ma°lson,https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png,98034,38,SPO,1,7,1,5.49,#CAMPO!,6.48,Sport,1.0,,,,,2.0,,,,6.0,,6.0,,21.0,10.0,,,1.0
656,Rodrigo Alves da Cruz,rodrigo-alves,Rodrigo Alves,https://s.glbimg.com/es/sde/f/2018/08/05/62200f085be5b3ab15f13e3e72be04e7_FORMATO.png,98184,38,BAH,5,6,0,2.0,0,0,Bahia,,,,,,,,,,,,,,,,,,
657,Jefferson Gabriel Nascimento Brito,fessin,Fessin,https://s.glbimg.com/es/sde/f/2018/10/25/40d3735d7bceaa3cdfc7c248a522f4f5_FORMATO.png,97994,38,COR,4,6,0,3.0,0,0,Corinthians,,,,,,,,,,,,,,,,,,
658,Caio Felipe dos Santos Silva,caio,Caio,https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png,98035,38,SPO,2,6,0,1.0,0,0,Sport,,,,,,,,,,,,,,,,,,
659,EstevÑo Renato Pereira J£nior,estevao,EstevÑo,,98215,38,GRE,4,6,0,1.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
660,Tiago Retzlaff Nunes,tiago-nunes,Tiago Nunes,https://s.glbimg.com/es/sde/f/2018/06/28/b5606c7af78b7724cc8806c65fce3f1e_FORMATO.png,98057,38,ATL,6,7,2.91,10.66,0.07,4.34,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
661,Ernando Rodrigues Lopes,ernando,Ernando,https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png,49651,38,SPO,3,7,2.7,5.18,#CAMPO!,2.5,Sport,,4.0,18.0,3.0,3.0,17.0,,,,34.0,32.0,9.0,,,,,,
662,Ülvaro Vieira de Oliveira,alvaro,Ülvaro,https://s.glbimg.com/es/sde/f/2018/07/20/a7d42e8d9df250812649327ffc9742f8_FORMATO.png,98097,38,INT,5,6,0,1.0,0,0,Internacional,,,,,,,,,,,,,,,,,,
663,Luiz Rhodolfo Dini Gaioto,rhodolfo,Rhodolfo,https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png,42501,38,FLA,3,7,13.3,9.1,1.25,4.98,Flamengo,,,2.0,1.0,1.0,4.0,,1.0,1.0,11.0,15.0,7.0,1.0,,,,,
664,Fagner Conserva Lemos,fagner,Fagner,https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png,42500,38,COR,2,7,#CAMPO!,9.55,#CAMPO!,3.84,Corinthians,4.0,5.0,19.0,2.0,4.0,23.0,,,,88.0,37.0,6.0,,,,,,
665,J£lio CÇsar Jacobi,julio-cesar,J£lio CÇsar,https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png,49673,38,FLU,1,7,17.7,8.7,1.27,3.66,Fluminense,,2.0,1.0,,,9.0,,,,18.0,1.0,13.0,,46.0,39.0,,,1.0
666,Luiz Felipe Scolari,luiz-felipe-scolari,Luiz Felipe Scolari,https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png,43618,38,PAL,6,7,6.58,15.21,0.24,5.5,Palmeiras,,,,,,,,,,,,,,,,,,
667,Guilherme Milhomem GusmÑo,guilherme,Guilherme,https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png,50294,38,ATL,4,5,0,6.8,0,1.68,AtlÇtico-PR,1.0,4.0,18.0,3.0,8.0,19.0,,2.0,,35.0,7.0,,,,,,,
668,Everton Cardoso da Silva,everton,Everton,https://s.glbimg.com/es/sde/f/2018/08/21/1557114c47ef2c1d046b4c58bca9679e_FORMATO.png,50301,38,SAO,4,7,#CAMPO!,9.32,#CAMPO!,3.13,SÑo Paulo,6.0,6.0,36.0,7.0,9.0,52.0,,5.0,14.0,72.0,19.0,,,,,,,
669,Adilson Warken,adilson,Adilson,https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png,50307,38,ATL,4,2,3,6.33,0.6,2.57,AtlÇtico-MG,,8.0,36.0,,6.0,33.0,,,,39.0,54.0,,,,,,,
670,Ilson Cedric Borges de Accacio Lima,cedric,Cedric,https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png,98221,38,VIT,2,7,1.7,3.43,#CAMPO!,3.68,Vit¢ria,,,1.0,,1.0,1.0,,,,9.0,6.0,3.0,,,,,,
671,Fabricio dos Santos Silva,fabricio,Fabr°cio,https://s.glbimg.com/es/sde/f/2018/09/27/a1134641ca673f3acc104cd2f49b65e5_FORMATO.png,49674,38,VAS,2,6,0,4.72,0,3.41,Vasco,1.0,2.0,8.0,5.0,5.0,10.0,,1.0,1.0,26.0,6.0,2.0,,,,,,
672,Bruno GuimarÑes Rodriguez Moura,bruno-guimaraes,Bruno GuimarÑes,https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png,98352,38,ATL,4,7,1.5,6.42,#CAMPO!,2.86,AtlÇtico-PR,2.0,5.0,28.0,2.0,9.0,73.0,,1.0,,51.0,41.0,,,,,,,
673,Henrique Adriano Buss,henrique,Henrique,https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png,50856,38,COR,3,7,1.7,9.25,#CAMPO!,2.81,Corinthians,,5.0,23.0,1.0,9.0,18.0,,2.0,1.0,22.0,26.0,11.0,,,,,,
674,Gabriel Batista de Souza,gabriel-batista,Gabriel Batista,https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png,98333,38,FLA,1,6,0,3.0,0,0,Flamengo,,,,,,,,,,,,,,,,,,
675,Leonardo Renan Simîes de Lacerda,leo,LÇo,https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png,50459,38,CRU,3,6,0,7.52,0,2.58,Cruzeiro,,2.0,29.0,1.0,6.0,5.0,,,2.0,16.0,29.0,10.0,,,,,,
676,Vilson Xavier de Meneses Junior,vilson,Vilson,https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png,50439,38,COR,3,6,0,4.0,0,0,Corinthians,,,,,,,,,,,,,,,,,,
677,Rhayner Santos Nascimento,rhayner,Rhayner,https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png,70874,38,VIT,5,6,0,9.08,0,2.9,Vit¢ria,1.0,7.0,37.0,13.0,11.0,41.0,1.0,1.0,,52.0,39.0,,1.0,,,,,
678,Carlos Eduardo Santos Oliveira,eduardo,Eduardo,https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png,50645,38,CHA,2,7,4.4,7.18,#CAMPO!,3.7,Chapecoense,4.0,3.0,40.0,2.0,6.0,28.0,,,,86.0,52.0,8.0,,,,,,
679,Diogo Barbosa Mendanha,diogo-barbosa,Diogo Barbosa,https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png,70916,38,PAL,2,6,0,9.82,0,3.29,Palmeiras,2.0,8.0,26.0,1.0,2.0,15.0,,,1.0,40.0,28.0,10.0,,,,,,
680,Luis Manuel Seijas Gunther,seijas,Seijas,https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png,70742,38,INT,4,6,0,2.0,0,0,Internacional,,,,,,,,,,,,,,,,,,
681,Bryan Jafet Ru°z Gonz†lez,bryan-ruiz,Bryan Ru°z,https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png,71019,38,SAN,4,6,0,10.68,0,1.66,Santos,2.0,,3.0,3.0,2.0,6.0,,,2.0,12.0,3.0,,,,,,,
682,Joao Robin Rojas Mendoza,joao-rojas,Joao Rojas,https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png,70784,38,SAO,5,5,0,11.21,0,5.03,SÑo Paulo,5.0,5.0,18.0,8.0,12.0,33.0,,1.0,5.0,36.0,36.0,,,,,,,
683,Federico Mancuello,mancuello,Mancuello,https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png,71066,38,CRU,4,6,0,3.04,0,1.54,Cruzeiro,1.0,1.0,19.0,6.0,8.0,15.0,,1.0,2.0,22.0,17.0,,2.0,,,,,
684,Leonardo Cittadini,leo-cittadini,LÇo Cittadini,https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png,70986,38,SAN,4,6,0,7.97,0,2.18,Santos,1.0,2.0,9.0,2.0,4.0,12.0,,,1.0,3.0,13.0,,,,,,,
685,Wescley Gomes dos Santos,wescley,Wescley,https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png,70925,38,CEA,4,6,2.2,4.07,#CAMPO!,2.52,Cear†,,2.0,14.0,2.0,5.0,5.0,,3.0,1.0,19.0,8.0,,,,,,,
686,Roberto Heuchayer Santos de Ara£jo,roberto,Roberto,https://s.glbimg.com/es/sde/f/2018/08/29/ee96b4652f7fe6a58750ecd5d477ee2f_FORMATO.png,71116,38,CHA,2,6,0,4.33,0,2.2,Chapecoense,,1.0,4.0,,,10.0,,,,4.0,6.0,,,,,,,
687,Bruno Henrique Corsini,bruno-henrique,Bruno Henrique,https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg,70944,38,PAL,4,7,10.2,12.26,1.55,4.69,Palmeiras,3.0,7.0,67.0,6.0,20.0,39.0,1.0,9.0,,58.0,58.0,,,,,,,
688,R¢bson Michael Signorini,robinho,Robinho,https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png,62104,38,CRU,4,3,0,4.47,0,1.4,Cruzeiro,3.0,9.0,35.0,5.0,13.0,27.0,,1.0,3.0,87.0,32.0,,,,,,,
689,Jackson de Souza,jackson,Jackson,https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png,70934,38,BAH,3,7,0,3.15,0,1.37,Bahia,,,6.0,,3.0,1.0,,,,4.0,3.0,2.0,1.0,,,,,
690,Wesley Pacheco Gomes,wesley-pacheco,Wesley Pacheco,https://s.glbimg.com/es/sde/f/2018/08/03/ea270ab009fd58368038d269b29192ba_FORMATO.png,71121,38,AME,5,6,0,2.38,0,0.88,AmÇrica-MG,,1.0,4.0,2.0,2.0,4.0,,,,2.0,2.0,,,,,,,
691,Marcelo Mendonáa de Mattos Terra,marcelo-mattos,Marcelo Mattos,https://s.glbimg.com/es/sde/f/2018/09/27/3fac01fce7e7f953d43218deb18d6a96_FORMATO.png,37645,38,VAS,4,6,0,2.0,0,0,Vasco,,,,,,,,,,,,,,,,,,
692,Matheus Ferraz Pereira,matheus-ferraz,Matheus Ferraz,https://s.glbimg.com/es/sde/f/2018/05/07/8be1d1935e9015d3887fd33e59adab99_FORMATO.png,38632,38,AME,3,7,1.6,6.18,#CAMPO!,2.54,AmÇrica-MG,,4.0,34.0,3.0,5.0,16.0,,,2.0,34.0,40.0,9.0,,,,,,
693,Pedro Ken Morimoto Moreira,pedro-ken,Pedro Ken,https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png,50877,38,CEA,4,6,0,3.59,0,0.54,Cear†,,1.0,6.0,,1.0,8.0,,,,5.0,4.0,,,,,,,
694,Leandro Donizete Gonáalves da Silva,leandro-donizete,Leandro Donizete,https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png,51318,38,AME,4,6,0,1.01,0,0.3,AmÇrica-MG,,8.0,35.0,3.0,4.0,20.0,,,,67.0,33.0,,1.0,,,,,
695,Fernando Leal Fonseca,fernando-leal,Fernando Leal,https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_FORMATO.png,38350,38,AME,1,6,0,3.09,0,4.4,AmÇrica-MG,,,,,,,,,,2.0,,1.0,,,,,,
696,Walter Leandro Capeloza Artune,walter,Walter,https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png,51413,38,COR,1,6,0,7.17,0,4.59,Corinthians,,1.0,,,,2.0,,,,2.0,1.0,3.0,,23.0,11.0,,,
697,Rafael da Silva Francisco,rafinha,Rafinha,https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png,38421,38,CRU,4,6,0,7.43,0,2.56,Cruzeiro,1.0,,13.0,5.0,3.0,41.0,,,4.0,31.0,20.0,,,,,,,
698,êverton Augusto de Barros Ribeiro,everton-ribeiro,êverton Ribeiro,https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png,51772,38,FLA,4,7,-2,6.93,#CAMPO!,4.1,Flamengo,5.0,5.0,48.0,18.0,24.0,63.0,,6.0,2.0,136.0,53.0,,1.0,,,,,
699,Tiago dos Santos Alves,tiago-alves,Tiago Alves,https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png,51495,38,CEA,3,2,0,5.58,0,3.34,Cear†,,4.0,25.0,2.0,2.0,6.0,,1.0,1.0,32.0,26.0,12.0,,,,,,
700,Thiago Heleno Henrique Ferreira,thiago-heleno,Thiago Heleno,https://s.glbimg.com/es/sde/f/2018/03/01/db4db4f56d8eb08a1b14d7d283c884e6_FORMATO.png,38394,38,ATL,3,6,0,8.98,0,3.47,AtlÇtico-PR,,2.0,25.0,1.0,6.0,17.0,1.0,2.0,,18.0,13.0,8.0,,,,,1.0,
701,Leandro Castan da Silva,leandro-castan,Leandro Castan,https://s.glbimg.com/es/sde/f/2018/09/27/fb8938214d4d9f30a8ecf66092c2f6dc_FORMATO.png,38505,38,VAS,3,7,12.5,8.29,2.03,2.66,Vasco,,5.0,17.0,1.0,1.0,12.0,,,,16.0,25.0,4.0,1.0,,,,,
702,RÇver Humberto Alves Ara£jo,rever,RÇver,https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png,52253,38,FLA,3,6,0,16.07,0,5.38,Flamengo,,1.0,11.0,4.0,11.0,26.0,,2.0,,29.0,29.0,14.0,,,,,,
703,Ralf de Souza Telles,ralf,Ralf,https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png,52190,38,COR,4,3,0,7.28,0,2.67,Corinthians,,6.0,18.0,,6.0,23.0,,1.0,,17.0,35.0,,,,,,,
704,Vanderlei Farias da Silva,vanderlei,Vanderlei,https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png,62121,38,SAN,1,7,2,14.43,0.45,3.68,Santos,,,,,,9.0,,,,9.0,,14.0,,44.0,37.0,,,
705,Willian Lanes de Lima,lima,Lima,https://s.glbimg.com/es/sde/f/2018/05/07/dec8edfba101fd4ea107b0749fd0e6cf_FORMATO.png,38506,38,AME,3,5,0,5.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
706,Eder Luis de Oliveira,eder-luis,Eder Luis,https://s.glbimg.com/es/sde/f/2018/05/02/632e0449b03de2d0c40106ac608a3b24_FORMATO.png,38508,38,CEA,5,6,#CAMPO!,2.78,#CAMPO!,0.53,Cear†,,,7.0,3.0,2.0,10.0,,,5.0,11.0,4.0,,,,,,,
707,Diego Alves Carreira,diego-alves,Diego Alves,https://s.glbimg.com/es/sde/f/2018/05/04/6c420bdf0f2609d2a1e1a2a3a3b453b4_FORMATO.png,38509,38,FLA,1,5,0,12.02,0,4.71,Flamengo,,2.0,,,,7.0,,,,28.0,,11.0,,29.0,16.0,,,1.0
708,Anderson Vieira Martins,anderson-martins,Anderson Martins,https://s.glbimg.com/es/sde/f/2018/08/21/2454010b45bdfc3b9f0ae351145ed7c9_FORMATO.png,52618,38,SAO,3,6,0,7.21,0,2.88,SÑo Paulo,,5.0,30.0,3.0,6.0,10.0,,1.0,,34.0,38.0,7.0,2.0,,,,1.0,
709,Felipe Melo de Carvalho,felipe-melo,Felipe Melo,https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png,38545,38,PAL,4,7,2.3,3.96,0.01,2.23,Palmeiras,1.0,14.0,44.0,2.0,10.0,26.0,1.0,2.0,2.0,58.0,57.0,,,,,,,
710,Ed°lson Mendes GuimarÑes,edilson,Ed°lson,https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png,38523,38,CRU,2,6,0,6.4,0,1.97,Cruzeiro,1.0,11.0,22.0,3.0,6.0,12.0,,1.0,,48.0,19.0,5.0,,,,,,
711,N°lton Ferreira J£nior,nilton,Nilton,https://s.glbimg.com/es/sde/f/2018/03/21/138ff55a4e1498ee45e7daf2e1dbc2cc_FORMATO.png,38573,38,BAH,4,7,7.8,6.33,1.45,2.49,Bahia,1.0,3.0,16.0,2.0,7.0,7.0,,1.0,,12.0,12.0,,,,,,,
712,Gilson Gomes do Nascimento,gilson,Gilson,https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png,52674,38,BOT,2,5,0,7.21,0,3.94,Botafogo,,5.0,24.0,2.0,4.0,35.0,,1.0,,40.0,34.0,4.0,1.0,,,,,
713,Victor Leandro Bagy,victor,Victor,https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png,52950,38,ATL,1,7,3.2,11.31,#CAMPO!,3.79,AtlÇtico-MG,,3.0,,,,5.0,,,,25.0,,11.0,,62.0,43.0,,,
714,Rafael Augusto Sobis do Nascimento,rafael-sobis,Rafael Sobis,https://s.glbimg.com/es/sde/f/2018/05/07/89dec4f38d1a0c8584e115128f412fcf_FORMATO.png,37798,38,CRU,5,6,0,7.75,0,4.25,Cruzeiro,1.0,3.0,8.0,7.0,17.0,20.0,3.0,3.0,2.0,22.0,19.0,,,,,,,
715,David Franáa Oliveira e Silva,david,David,https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_FORMATO.png,38695,38,AME,4,5,0,2.44,0,0.83,AmÇrica-MG,,,5.0,,2.0,1.0,,,,14.0,8.0,,,,,,,
716,F†bio Deivson Lopes Maciel,fabio,F†bio,https://s.glbimg.com/es/sde/f/2018/05/18/d4072db4bdda7615aec2517449afe555_FORMATO.png,37656,38,CRU,1,6,0,11.2,0,4.3,Cruzeiro,,,,,,2.0,,,,15.0,,9.0,,42.0,25.0,,,1.0
717,Elias Mendes Trindade,elias,Elias,https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png,54395,38,ATL,4,7,#CAMPO!,6.32,#CAMPO!,3.2,AtlÇtico-MG,4.0,10.0,36.0,6.0,18.0,36.0,,5.0,5.0,70.0,45.0,,,,,,,
718,Eduardo Lu°s Abonizio de Souza,edu-dracena,Edu Dracena,https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png,37657,38,PAL,3,7,10.8,6.89,1.64,2.04,Palmeiras,,5.0,13.0,2.0,4.0,19.0,1.0,2.0,3.0,11.0,12.0,4.0,1.0,,,,1.0,
719,Willian Gomes de Siqueira,willian,Willian,https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png,42116,38,PAL,5,5,0,12.02,0,5.17,Palmeiras,4.0,2.0,46.0,19.0,18.0,36.0,3.0,10.0,8.0,32.0,28.0,,,,,,,
720,Luis Ricardo Silva Umbelino,luis-ricardo,Luis Ricardo,https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png,55348,38,BOT,2,6,0,3.88,0,2.27,Botafogo,,,3.0,,,1.0,,,,21.0,7.0,3.0,,,,,,
721,Marcos Antìnio da Silva Gonáalves,marquinhos,Marquinhos,https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png,60788,38,AME,5,7,2.5,5.49,0.26,1.37,AmÇrica-MG,1.0,1.0,6.0,4.0,3.0,18.0,1.0,1.0,2.0,40.0,6.0,,,,,,,
722,Renato Dirnei Floràncio,renato,Renato,https://s.glbimg.com/es/sde/f/2018/05/23/9f920c86a12c3ed34531ce2c4e8770ac_FORMATO.png,38908,38,SAN,4,6,0,5.84,0,1.15,Santos,,1.0,5.0,3.0,2.0,12.0,,1.0,2.0,20.0,8.0,,,,,,,
723,Emerson Aparecido Leite de Souza Junior,emerson,Emerson,https://s.glbimg.com/es/sde/f/2018/05/02/e6ac5064048c2847351bacf000cd76bd_FORMATO.png,96870,38,ATL,2,7,8.5,6.58,0.72,3.43,AtlÇtico-MG,1.0,7.0,52.0,4.0,5.0,49.0,,1.0,,65.0,38.0,7.0,,,,,,
724,Felipe Azevedo dos Santos,felipe-azevedo,Felipe Azevedo,https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png,60825,38,CEA,5,7,5.3,5.75,0.77,2.21,Cear†,3.0,1.0,23.0,10.0,12.0,31.0,,1.0,1.0,46.0,21.0,,,,,,,
725,Anderson Luiz de Carvalho,nene,Nenà,https://s.glbimg.com/es/sde/f/2018/08/22/e820d84b4792435d04248685975216a2_FORMATO.png,38913,38,SAO,4,7,3.3,10.32,0.74,3.83,SÑo Paulo,5.0,8.0,29.0,15.0,22.0,71.0,3.0,8.0,10.0,109.0,25.0,,,,,1.0,,
726,Douglas dos Santos,douglas,Douglas,https://s.glbimg.com/es/sde/f/2018/05/18/1b23e7199fdc9a516412aeb4c4957a08_FORMATO.png,38738,38,GRE,4,2,#CAMPO!,4.56,#CAMPO!,0.9,Gràmio,1.0,1.0,9.0,4.0,3.0,13.0,,2.0,,57.0,1.0,,,,,,,
727,Anderson Vital da Silva,dede,DedÇ,https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png,60819,38,CRU,3,3,0,9.64,0,5.2,Cruzeiro,,6.0,19.0,5.0,6.0,16.0,,3.0,1.0,35.0,39.0,7.0,,,,,,
728,Jonathan C°cero Moreira,jonathan,Jonathan,https://s.glbimg.com/es/sde/f/2018/03/01/fe3cd425e203e34aaf34a6ac98ffc4af_FORMATO.png,37662,38,ATL,2,6,0,9.09,0,3.59,AtlÇtico-PR,5.0,5.0,22.0,,1.0,8.0,,1.0,,36.0,12.0,11.0,,,,,,
729,Alexandro Silva de Souza,dudu-cearense,Dudu Cearense,https://s.glbimg.com/es/sde/f/2018/05/17/01eaebc0944e538f365960a40b6c4996_FORMATO.png,38928,38,BOT,4,6,0,2.92,0,0.33,Botafogo,,1.0,2.0,,1.0,1.0,,,,1.0,2.0,,,,,,,
730,Ricardo de Oliveira,ricardo-oliveira,Ricardo Oliveira,https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png,38910,38,ATL,5,7,2.3,11.9,#CAMPO!,5.27,AtlÇtico-MG,7.0,3.0,50.0,28.0,31.0,36.0,2.0,13.0,23.0,42.0,12.0,,,,,,,
731,Givanildo JosÇ de Oliveira,givanildo-oliveira,Givanildo Oliveira,https://s.glbimg.com/es/sde/f/2018/11/13/0060adc224a8a007641085c7f316e46c_FORMATO.png,39431,38,AME,6,7,1.34,7.8,#CAMPO!,2.48,AmÇrica-MG,,,,,,,,,,,,,,,,,,
732,Diego Ribas da Cunha,diego,Diego,https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png,38909,38,FLA,4,2,5.8,10.12,1.04,4.03,Flamengo,3.0,10.0,37.0,8.0,22.0,82.0,1.0,6.0,8.0,95.0,31.0,,1.0,,,,,
733,Rafael Marques Mariano,rafael-marques,Rafael Marques,https://s.glbimg.com/es/sde/f/2018/05/16/25d3a7de80ca1a566231bfaf02f2bce4_FORMATO.png,38957,38,SPO,5,6,0,2.82,0,1.52,Sport,1.0,2.0,16.0,10.0,8.0,16.0,,1.0,6.0,25.0,11.0,,,,,,,
734,Luan Michel de LouzÑ,luan,Luan,https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png,60834,38,AME,5,7,#CAMPO!,6.98,#CAMPO!,1.64,AmÇrica-MG,3.0,6.0,53.0,4.0,19.0,62.0,,1.0,7.0,73.0,31.0,,2.0,,,1.0,,
735,Uendel Pereira Gonáalves,uendel,Uendel,https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png,60852,38,INT,2,7,0.4,3.95,#CAMPO!,2.5,Internacional,1.0,,2.0,,,3.0,,,,10.0,,1.0,,,,,,
736,C°cero Santos,cicero,C°cero,https://s.glbimg.com/es/sde/f/2018/05/18/8e50aae33b3efeecf55378dbf4117454_FORMATO.png,37688,38,GRE,4,2,1.4,5.54,#CAMPO!,2.6,Gràmio,2.0,5.0,33.0,12.0,12.0,29.0,1.0,2.0,2.0,55.0,26.0,,,,,,,
