,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
216,JosÇ Gabriel,105902,285,https://s.glbimg.com/es/sde/f/2019/08/05/1494315b7bded1bb3d9b45481bf2897c_FORMATO.png,2,-0.2,JosÇ Gabriel dos Santos Silva,0.0,4,0.77,20,"{'FC': 3, 'FS': 1, 'PE': 3, 'RB': 1}",jose-gabriel,6,0.0
217,Caio,101601,266,https://s.glbimg.com/es/sde/f/2019/09/16/2d4b95154813948e3d40f142df60be95_FORMATO.png,1,-2.5,Caio Vinicius da ConceiáÑo,0.0,4,1.07,20,"{'CA': 1, 'FC': 2, 'FF': 1, 'PE': 1}",caio,6,0.0
218,XandÑo,101626,265,https://s.glbimg.com/es/sde/f/2019/03/29/af5d7ba38c3fbcc68c13b5fd2a8dd313_FORMATO.png,0,0.0,Alexandre Rodrigues Soares,0.0,3,2.0,20,{},xandao,6,0.0
219,Ulisses,101647,267,https://s.glbimg.com/es/sde/f/2019/06/11/1a341fe981b6a8b7eb3b0c0c36c642d4_FORMATO.png,0,0.0,Ulisses Wilson Jeronymo Rocha ,0.0,3,1.0,20,{},ulisses,6,0.0
220,JosÇ Aldo,105903,285,,1,3.5,JosÇ Aldo Soares de Oliveira Filho,0.0,4,1.53,20,"{'FF': 1, 'PE': 1, 'RB': 2}",jose-aldo,6,0.0
221,Ricardo Verza,101679,290,,0,0.0,Ricardo Verza de Souza,0.0,5,1.0,20,{},ricardo-verza,6,0.0
222,Adriano,105906,283,https://s.glbimg.com/es/sde/f/2019/07/18/7327bc4ac782fab746b4699bf840a4ca_FORMATO.png,0,0.0,Adriano Firmino dos Santos da Silva,0.0,4,1.0,20,{},adriano,6,0.0
223,Vinicius Mingotti,105909,293,https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png,0,0.0,Vinicius Alessandro Mingotti,0.0,5,1.0,20,{},vinicius-mingotti,6,0.0
224,Alisson Taddei,105907,290,,0,0.0,Alisson Fabr°cio dos Santos Taddei,0.0,4,1.0,20,{},alisson-taddei,6,0.0
225,Felipe Jonatan,101708,277,https://s.glbimg.com/es/sde/f/2019/03/28/769db50792d92f77ba296968a2aa8fd7_FORMATO.png,14,3.38,Felipe Jonatan Rocha Andrade,1.5,2,8.71,20,"{'FC': 9, 'FD': 5, 'FF': 5, 'FS': 6, 'G': 2, 'I': 1, 'PE': 24, 'RB': 7, 'SG': 4}",felipe-jonatan,2,0.15
226,Jonathan,105910,283,https://s.glbimg.com/es/sde/f/2019/07/19/d14955febc77d40678412b0b2ba03627_FORMATO.jpeg,0,0.0,Jonathan Monteiro,0.0,3,1.0,20,{},jonathan,6,0.0
227,Alerrandro,101715,282,https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png,9,5.59,Alerrandro Barra Mansa Realino de Souza,-0.7,5,6.27,20,"{'A': 1, 'FC': 5, 'FD': 5, 'FF': 9, 'FS': 9, 'FT': 2, 'G': 2, 'I': 3, 'PE': 8, 'RB': 8}",alerrandro,6,-1.51
228,Rìmulo,105911,283,https://s.glbimg.com/es/sde/f/2019/07/19/3a8cec6f11d20f3f169a8bd151a50723_FORMATO.jpeg,0,0.0,Rìmulo Zanre Zwarg,0.0,4,1.0,20,{},romulo,6,0.0
229,Rafael Franáa,101719,267,https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png,0,0.0,Rafael de Carvalho Franáa,0.0,2,2.0,20,{},rafael-franca,6,0.0
230,Miranda,101720,267,https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png,1,0.7,Matheus dos Santos Miranda,0.0,3,2.57,20,"{'FC': 2, 'FS': 1, 'PE': 1, 'RB': 1}",miranda,6,0.0
