,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto
643,"{'CV': 1, 'DS': 25, 'FC': 20, 'FF': 2, 'FS': 9, 'G': 1, 'PI': 47}",106323,35,356,4,7,3.7,6.25,-0.14,3.37,9,3.95,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",caio-alexandre,Caio Alexandre,C. Alexandre,Caio Alexandre Souza e Silva,https://s.sde.globo.com/media/person_role/2022/09/22/photo_FORMATO_V96pF1l.png
644,{'PI': 2},108274,35,354,3,7,0.0,1.48,0.0,-0.2,1,0.13,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",david-ricardo,David Ricardo,D. Ricardo,David Ricardo Loiola da Silva,https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png
645,{},118501,35,262,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",jose-welinton,JosÇ Welinton,J. Welinton,JosÇ Welinton Campos Menezes,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png
646,{},109830,35,277,3,6,0.0,0.75,0.0,0.0,1,0.12,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",derick,Derick,Derick,Derick Fernando da Silva,https://s.sde.globo.com/media/person_role/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png
647,{},106219,35,293,4,5,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",kawan,Kawan,Kawan,Kawan Gabriel da Silva,https://s.glbimg.com/es/sde/f/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png
648,"{'CA': 1, 'CV': 1, 'DS': 11, 'FC': 22, 'FD': 8, 'FF': 9, 'FS': 18, 'G': 5, 'I': 5, 'PI': 74}",100652,35,264,5,7,9.4,10.49,2.12,4.02,15,9.26,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",yuri-alberto,Yuri Alberto,Y. Alberto,Yuri Alberto Monteiro da Silva,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png
649,"{'CA': 3, 'DS': 26, 'FC': 15, 'FD': 2, 'FS': 4, 'G': 1, 'PI': 56, 'SG': 7}",102310,35,293,3,6,0.0,4.53,0.0,3.28,20,1.65,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-felipe,Matheus Felipe,M. Felipe,Matheus Felipe Santos Nascimento,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png
650,"{'A': 1, 'CA': 5, 'DS': 15, 'FC': 15, 'FD': 8, 'FF': 12, 'FS': 19, 'G': 5, 'I': 2, 'PI': 95, 'PP': 1, 'PS': 1}",71844,35,356,5,7,0.8,8.54,0.36,4.35,16,1.66,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",thiago-galhardo,Thiago Galhardo,T. Galhardo,Thiago Galhardo do Nascimento Rocha,https://s.glbimg.com/es/sde/f/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png
651,{},118131,35,282,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",carlos-daniel,Carlos Daniel,C. Daniel,Carlos Daniel de Medeiros Silva,https://s.glbimg.com/es/sde/f/2022/05/07/8bdcd4fd3838516c933cbda545c50fb0_FORMATO.png
652,{},107186,35,293,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vinicius-kaue,Vinicius Kauà,V. Kauà,Vinicius Kauà Ribeiro Ferreira,https://s.glbimg.com/es/sde/f/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png
653,"{'CA': 2, 'DS': 65, 'FC': 20, 'FD': 4, 'FF': 6, 'FS': 15, 'G': 1, 'PI': 68}",68991,35,356,4,7,7.3,7.64,0.93,5.2,17,7.32,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-sasha,Lucas Sasha,L. Sasha,Lucas Pacheco Affini,https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png
654,"{'CA': 2, 'DS': 5, 'FC': 6, 'FD': 2, 'FF': 1, 'FS': 4, 'PI': 20, 'PS': 1}",106803,35,276,4,6,0.0,2.44,0.0,0.92,7,0.43,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",andre-anderson,AndrÇ Anderson,A. Anderson,AndrÇ Anderson Pomilio Lima,https://s.glbimg.com/es/sde/f/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png
655,{},42411,35,282,6,7,2.63,10.98,-0.42,4.46,15,3.65,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",cuca,Cuca,Cuca,Alexi Stival,https://s.glbimg.com/es/sde/f/2021/04/27/0ea32497ac7f6b6b22649eecca984fec_FORMATO.png
656,"{'A': 1, 'DS': 1, 'FC': 2, 'FD': 6, 'FF': 1, 'FS': 11, 'PI': 26}",83004,35,356,4,7,0.0,4.98,0.0,2.75,6,0.82,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",otero,Otero,Otero,R¢mulo Otero V†squez,https://s.glbimg.com/es/sde/f/2022/07/16/c5f5df2eead162d7dc6248c825aa23b0_FORMATO.png
657,{},105807,35,266,3,5,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",luan,Luan,Luan,Luan de Freitas Molarinho Chagas,https://s.glbimg.com/es/sde/f/2021/08/19/6754fbd8abbc942fd55c39ac7376295c_FORMATO.png
658,"{'CA': 1, 'CV': 1, 'DS': 7, 'FC': 8, 'FS': 12, 'PI': 45, 'SG': 1}",113157,35,294,2,6,0.0,1.37,0.0,0.94,9,0.7,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",nathan,Nathan,Nathan,Nathan Gabriel de Souza Mendes,https://s.glbimg.com/es/sde/f/2022/05/12/de6b8729fcf47b68e0f72bfc25b2423e_FORMATO.png
659,"{'CA': 4, 'DS': 40, 'FC': 14, 'FD': 3, 'FF': 11, 'FS': 9, 'FT': 1, 'PI': 64}",107950,35,264,4,7,1.5,8.28,-0.39,3.81,14,1.98,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fausto-vera,Fausto Vera,F. Vera,Fausto Mariano Vera,https://s.glbimg.com/es/sde/f/2022/07/26/ded3d6726c7ad7af177f070b1f55f580_FORMATO.png
660,{},101685,35,266,4,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",joao-pedro,JoÑo Pedro,J. Pedro,JoÑo Pedro Floràncio Barbosa,https://s.sde.globo.com/media/person_role/2022/09/21/photo_FORMATO_qPozky6.png
661,"{'A': 2, 'CA': 1, 'DS': 5, 'FC': 7, 'FD': 6, 'FF': 5, 'FS': 16, 'I': 1, 'PI': 78, 'PP': 1}",93550,35,327,4,6,8.4,5.37,1.17,1.68,12,7.99,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",benitez,Ben°tez,Ben°tez,Mart°n Nicol†s Ben°tez,https://s.glbimg.com/es/sde/f/2022/07/26/fcaffb998b937f172b4781ec89896b49_FORMATO.png
662,"{'DS': 4, 'FC': 1, 'FD': 2, 'FF': 2, 'FS': 6, 'PI': 22}",98706,35,282,4,5,0.0,6.51,0.0,1.33,7,4.31,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedrinho,Pedrinho,Pedrinho,Pedro Victor Delmino da Silva,https://s.glbimg.com/es/sde/f/2022/07/15/7f1a9ea58cb76bfac41d6c90769831f3_FORMATO.png
663,"{'CA': 2, 'DS': 6, 'FC': 9, 'FD': 4, 'FF': 2, 'FS': 11, 'FT': 1, 'I': 4, 'PI': 39}",108279,35,354,5,6,0.0,3.65,0.0,1.1,12,0.73,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vasquez,V†squez,V†squez,Jhon Freduar V†squez Anaya,https://s.glbimg.com/es/sde/f/2022/06/30/f684864cd02a7f9f0aa4a50ffa8c9326_FORMATO.png
664,"{'FC': 1, 'FS': 4, 'PI': 10}",98515,35,314,5,6,-0.4,1.73,-0.21,0.18,4,-0.07,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-silva,Lucas Silva,L. Silva,Lucas da Silva de Jesus,https://s.glbimg.com/es/sde/f/2022/08/16/b8125d34db304bc8fafb40a16b0c01f7_FORMATO.png
665,"{'DS': 4, 'FC': 2, 'FD': 1, 'FF': 1, 'FS': 6, 'PI': 10}",86444,35,314,5,2,1.4,2.76,-0.21,1.37,6,1.58,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pablo-dyego,Pablo Dyego,P. Dyego,Pablo Dyego da Silva Rosa,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png
666,{},120433,35,293,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",derik,Derik,Derik,Leonardo Derik Dias Gonáalves,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/27/photo_FORMATO.png
667,"{'FS': 1, 'PI': 5}",105003,35,314,3,6,-0.1,1.38,-0.02,0.0,3,0.15,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",raphael,Raphael,Raphael,Raphael Rodrigues Borges,https://s.sde.globo.com/media/person_role/2022/08/16/354b858ff50b697342ada49b2c1cb405_FORMATO.png
668,{},101725,35,290,5,6,0.0,0.73,0.0,0.0,1,0.43,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheusinho,Matheusinho,Matheusinho,Matheus Santos Soares,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png
669,{},72391,35,266,6,7,0.0,11.29,0.0,4.7,30,8.69,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fernando-diniz,Fernando Diniz,F. Diniz,Fernando Diniz Silva,https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png
670,"{'FC': 1, 'PI': 2}",120443,35,286,4,6,0.0,0.75,0.0,-0.5,1,0.39,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",para,Par†,Par†,Luis Felipe Rabelo Costa,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/29/photo_FORMATO.png
671,"{'A': 2, 'CA': 1, 'DS': 9, 'FC': 4, 'FD': 3, 'FF': 2, 'FS': 12, 'G': 1, 'I': 2, 'PI': 29}",68954,35,290,4,7,5.7,7.59,0.55,3.85,9,5.9,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marquinhos-gabriel,Marquinhos Gabriel,M. Gabriel,Marcos Gabriel do Nascimento,https://s.glbimg.com/es/sde/f/2022/08/16/2fed32d21211f94e86843a534478ff9b_FORMATO.png
672,"{'DS': 2, 'FC': 4, 'FD': 2, 'FF': 5, 'FS': 1, 'PI': 9}",120445,35,286,4,6,0.0,1.04,-0.28,0.9,8,0.1,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rafinha,Rafinha,Rafinha,Rafael Pasquali Rech,https://s.sde.globo.com/media/person_role/2022/10/23/photo_FORMATO.png
673,"{'A': 2, 'CA': 1, 'DS': 2, 'FS': 4, 'G': 1, 'PI': 6}",107173,35,266,4,6,0.0,4.34,0.0,4.16,5,1.07,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",michel-araujo,Michel Ara£jo,M. Ara£jo,Michel Daryl Ara£jo Villar,https://s.sde.globo.com/media/person_role/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png
674,{},107809,35,285,4,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-dias,Matheus Dias,M. Dias,Matheus dos Santos Dias,https://s.glbimg.com/es/sde/f/2022/04/02/4ce62c830e4cb1643464b791f40e084c_FORMATO.png
675,{},113667,35,262,5,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ryan-luka,Ryan Luka,R. Luka,Ryan Luka Cordeiro de Souza,https://s.glbimg.com/es/sde/f/2021/06/10/bef95ada5cd9dba84ebc325e0db15743_FORMATO.png
676,{},92180,35,290,6,7,3.95,6.97,-0.12,3.76,33,4.2,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",jair-ventura,Jair Ventura,J. Ventura,Jair Ventura,https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png
677,"{'DS': 6, 'FC': 6, 'FF': 1, 'PI': 15, 'SG': 3}",114497,35,290,2,6,0.0,3.23,0.0,4.92,4,4.65,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",juan-pablo,Juan Pablo,J. Pablo,Juan Pablo Vilela Tavares,https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png
678,"{'DS': 1, 'PI': 1}",116013,35,262,4,6,0.0,0.78,0.0,0.37,3,0.17,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",igor-jesus,Igor Jesus,I. Jesus,Igor Jesus Lima,https://s.glbimg.com/es/sde/f/2022/03/04/80531a65a2f26cf1f02f11efccb065e5_FORMATO.png
679,"{'A': 2, 'CA': 3, 'DS': 18, 'FC': 24, 'FD': 11, 'FF': 17, 'FS': 22, 'FT': 2, 'PI': 128}",94931,35,263,4,2,0.7,4.01,0.01,2.49,21,1.24,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-fernandes,Lucas Fernandes,L. Fernandes,Lucas Fernandes da Silva,https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png
680,{},89900,35,314,3,6,0.0,3.0,0.0,0.0,0,2.34,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",wellington,Wellington,Wellington,Wellington Ferreira Nascimento,https://s.glbimg.com/es/sde/f/2022/08/16/8897dbb1a4d7e0fdcd072c424097d0d1_FORMATO.png
681,{},107255,35,290,4,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lincon,Lincon,Lincon,Harley D'Lincon Ribeiro da Rocha,https://s.glbimg.com/es/sde/f/2022/03/02/1f4801e8181121bafd820a42498a1f47_FORMATO.png
682,"{'DS': 2, 'PI': 5}",117459,35,264,2,6,0.0,1.09,0.0,1.9,1,1.71,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",leo-mana,LÇo Man†,L. Man†,Leonardo Mana Hernandes,https://s.glbimg.com/es/sde/f/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png
683,{},117336,35,266,3,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",cipriano,Cipriano,Cipriano,JoÑo Luiz da Silva Cipriano,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/09/03/photo_FORMATO.png
684,{},121087,35,1371,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",leo-herrero,LÇo Herrero,L. Herrero,Leonardo Herrero Gomes,
685,"{'DE': 1, 'SG': 1}",91260,35,263,1,6,0.0,4.36,0.0,6.0,1,5.47,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-perri,Lucas Perri,L. Perri,Lucas Estella Perri,https://s.glbimg.com/es/sde/f/2022/08/17/48fb8d037293092aeada232c3cac8c4e_FORMATO.png
686,"{'CA': 1, 'DS': 5, 'FC': 1, 'FF': 2, 'PI': 33}",82334,35,314,2,6,0.0,2.75,0.0,0.6,5,2.77,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",thales,Thales,Thales,Thales Bento Oleques,https://s.glbimg.com/es/sde/f/2022/07/28/c7f78fd98e40333df68d75f1e5bfe407_FORMATO.png
687,{},121220,35,280,4,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",dija,Dija,Dija,Diego Kauan Silva Santos,https://s.sde.globo.com/media/person_role/2022/10/22/photo_FORMATO.png
688,"{'DS': 3, 'FC': 2, 'FF': 2, 'FS': 1, 'PI': 9}",120444,35,286,5,6,-0.2,0.95,-0.21,0.6,7,-0.06,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ruan,Ruan,Ruan,Ruan Pereira Duarte,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/29/photo_FORMATO_r7kZYAV.png
689,{'PI': 1},112984,35,262,5,6,0.0,1.48,0.0,-0.1,1,0.36,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",werton,Werton,Werton,Werton de Almeida Ràgo,https://s.glbimg.com/es/sde/f/2021/06/19/ef0c62669467b83c39e54ee5c4e1bb43_FORMATO.png
690,{},111896,35,266,3,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",davi,Davi,Davi,Davi Alves Soares,https://s.glbimg.com/es/sde/f/2021/03/15/4d2ac6a99cd08c4871dd5a2f44c88e47_FORMATO.png
691,{},99573,35,314,1,6,0.0,3.0,0.0,0.0,0,2.34,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",igor-bohn,Igor Bohn,I. Bohn,Igor JosÇ Bohn,https://s.sde.globo.com/media/person_role/2022/07/28/d97bc45782baf456d1b40b1d16ed352c_FORMATO.png
692,"{'A': 1, 'CA': 6, 'DS': 20, 'FC': 21, 'FD': 12, 'FF': 9, 'FS': 39, 'G': 3, 'I': 13, 'PC': 1, 'PI': 146, 'PP': 1, 'PS': 4}",77809,35,314,5,6,0.0,4.8,0.0,2.6,25,1.54,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",william-pottker,William Pottker,W. Pottker,William de Oliveira Pottker,https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png
693,"{'CA': 2, 'DS': 9, 'FC': 13, 'FD': 6, 'FF': 6, 'FS': 4, 'FT': 1, 'PI': 51}",117579,35,276,4,6,0.0,5.03,0.0,1.68,10,2.22,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",galoppo,Galoppo,Galoppo,Giuliano Galoppo,https://s.glbimg.com/es/sde/f/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png
694,"{'I': 1, 'PI': 5}",116012,35,262,4,6,-0.4,0.75,0.0,-0.3,2,0.09,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-goncalves,Matheus Gonáalves,M. Gonáalves,Matheus Gonáalves Martins,
695,{},115239,35,262,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",wesley,Wesley,Wesley,Wesley Vin°cius Franáa Lima,https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png
696,"{'A': 1, 'CA': 2, 'DS': 22, 'FC': 11, 'FD': 4, 'FF': 2, 'FS': 6, 'PI': 75}",105433,35,294,4,7,1.8,4.1,0.23,2.17,13,1.91,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",trindade,Trindade,Trindade,Jes£s Emiliano Trindade Flores,https://s.glbimg.com/es/sde/f/2022/07/27/9d5ef6f919571b69114a1355a02763c1_FORMATO.png
697,"{'DS': 1, 'FD': 1, 'FF': 1, 'FS': 1, 'PI': 5}",118563,35,276,4,6,0.0,1.19,0.0,1.07,3,1.23,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Huendra Almeida Mendonáa,https://s.glbimg.com/es/sde/f/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png
698,"{'FD': 1, 'FS': 4, 'PI': 10}",111402,35,314,4,6,0.0,1.37,0.0,0.55,4,1.71,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitinho,Vitinho,Vitinho,Victor J£lio Alves de Paula,https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png
699,"{'A': 1, 'CA': 4, 'CV': 1, 'DS': 12, 'FC': 7, 'FD': 2, 'FF': 2, 'FS': 5, 'PI': 105}",95555,35,290,2,6,0.0,2.76,0.0,0.7,9,2.12,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",savio,S†vio,S†vio,S†vio Antìnio Alves,https://s.glbimg.com/es/sde/f/2022/07/19/a8c766d2b3c56186d6ece9309f935cda_FORMATO.png
