,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto
0,"{'CA': 1, 'DE': 59, 'DS': 1, 'FS': 2, 'GS': 14, 'SG': 8}",69012,35,262,1,7,0.0,10.33,0.0,4.55,19,7.81,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",santos,Santos,Santos,Aderbar Melo dos Santos Neto,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png
1,"{'A': 2, 'CA': 5, 'DS': 11, 'FC': 35, 'FD': 17, 'FF': 35, 'FS': 59, 'FT': 4, 'G': 12, 'I': 15, 'PI': 169}",39148,35,282,5,5,0.0,18.99,0.0,7.0,25,4.6,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.sde.globo.com/media/person_role/2022/07/15/ee2237ff2b55e16e4263c51c7626431e_FORMATO.png
2,"{'CA': 1, 'DS': 16, 'FC': 9, 'FD': 2, 'FF': 3, 'FS': 3, 'FT': 1, 'PI': 31}",91573,35,276,3,6,0.0,5.93,0.0,2.71,8,3.34,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",arboleda,Arboleda,Arboleda,Robert Abel Arboleda Escobar,https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png
3,"{'DE': 9, 'FS': 1, 'GS': 5}",88916,35,356,1,6,0.0,5.03,0.0,2.25,2,4.23,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",luan-polli,Luan Polli,L. Polli,Luan Polli Gomes,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png
4,"{'A': 1, 'CA': 8, 'CV': 1, 'DS': 6, 'FC': 10, 'FD': 13, 'FF': 18, 'FS': 16, 'FT': 3, 'G': 11, 'I': 15, 'PI': 114, 'PP': 2, 'PS': 1}",83257,35,262,5,6,0.0,10.79,0.0,4.34,26,4.1,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.sde.globo.com/media/person_role/2022/04/25/8ce4db9e01696fbbc278bb084f675352_FORMATO.png
5,"{'A': 3, 'CA': 1, 'DS': 22, 'FC': 16, 'FD': 9, 'FF': 13, 'FS': 29, 'FT': 1, 'G': 3, 'I': 4, 'PI': 82, 'PP': 1}",94509,35,275,4,5,0.0,14.0,0.0,4.75,18,4.2,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png
6,"{'CA': 5, 'DE': 112, 'DS': 1, 'FS': 6, 'GS': 31, 'SG': 10}",85425,35,277,1,7,2.0,12.87,0.13,4.09,32,3.38,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",joao-paulo,JoÑo Paulo,J. Paulo,JoÑo Paulo Silva Martins,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png
7,"{'A': 2, 'CA': 2, 'DS': 19, 'FC': 10, 'FS': 5, 'I': 1, 'PI': 104, 'SG': 4}",42500,35,264,2,2,0.0,8.42,0.25,3.06,13,1.22,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2022/04/27/95fc5f697734bd603edc509a2d4bba7c_FORMATO.png
8,"{'CA': 1, 'DE': 91, 'DP': 1, 'FS': 6, 'GS': 37, 'SG': 8}",74061,35,263,1,7,0.0,6.99,0.14,3.31,31,1.0,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gatito-fernandez,Gatito Fern†ndez,G. Fern†ndez,Roberto Junior Fern†ndez Torres,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png
9,"{'A': 2, 'CA': 4, 'DS': 57, 'FC': 19, 'FD': 5, 'FF': 11, 'FS': 19, 'PC': 1, 'PI': 163, 'SG': 13}",102130,35,275,2,7,4.6,9.09,-0.48,5.87,24,5.01,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",piquerez,Piquerez,Piquerez,Joaqu°n Piquerez Moreira,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png
10,"{'DE': 79, 'DS': 1, 'FS': 4, 'GS': 21, 'SG': 15}",71631,35,275,1,7,8.0,12.12,0.16,4.53,30,8.33,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.sde.globo.com/media/person_role/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png
11,"{'A': 1, 'CA': 5, 'CV': 1, 'DS': 60, 'FC': 32, 'FD': 5, 'FF': 16, 'FS': 28, 'PI': 207, 'SG': 9}",86864,35,327,2,7,7.6,6.69,0.52,4.48,26,7.07,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marlon,Marlon,Marlon,Marlon Matheus Lopes do Nascimento,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png
12,"{'A': 1, 'CA': 5, 'CV': 1, 'DS': 52, 'FC': 31, 'FD': 3, 'FF': 6, 'FS': 43, 'FT': 1, 'G': 1, 'I': 2, 'PC': 1, 'PI': 195, 'PS': 1, 'SG': 4}",90061,35,354,2,7,0.0,8.69,0.0,3.81,24,4.08,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bruno-pacheco,Bruno Pacheco,B. Pacheco,Bruno de Jesus Pacheco,https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png
13,"{'A': 1, 'CA': 10, 'DS': 48, 'FC': 28, 'FD': 1, 'FF': 7, 'FS': 41, 'G': 1, 'I': 1, 'PI': 273, 'PS': 1, 'SG': 6}",68808,35,354,2,7,0.0,6.85,0.0,2.96,28,4.97,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",nino-paraiba,Nino Para°ba,N. Para°ba,Severino do Ramo Clementino da Silva,https://s.glbimg.com/es/sde/f/2022/02/22/7fc46375115ce0f0e27a2498bc10c3a2_FORMATO.png
14,"{'A': 2, 'CA': 8, 'DS': 79, 'FC': 69, 'FD': 2, 'FF': 7, 'FS': 14, 'I': 4, 'PI': 295, 'SG': 7}",88423,35,280,2,7,3.4,8.29,0.03,3.44,28,3.94,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",aderlan,Aderlan,Aderlan,Aderlan de Lima Silva,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png
15,"{'CA': 1, 'DE': 94, 'DS': 1, 'FS': 5, 'GS': 22, 'SG': 12}",42234,35,264,1,7,2.5,11.51,0.03,4.82,28,3.63,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",cassio,C†ssio,C†ssio,C†ssio Roberto Ramos,https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png
16,"{'CA': 3, 'DE': 96, 'FS': 10, 'GC': 1, 'GS': 44, 'PC': 2, 'SG': 7}",93882,35,280,1,7,0.5,8.56,-0.22,2.62,32,1.61,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png
17,"{'DE': 144, 'DP': 1, 'DS': 1, 'FS': 10, 'GS': 46, 'SG': 6}",82453,35,290,1,7,0.0,8.19,-0.3,4.15,34,1.12,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",tadeu,Tadeu,Tadeu,Tadeu Antìnio Ferreira,https://s.glbimg.com/es/sde/f/2022/03/10/f9b7377addfcfa29bfa11ee96aecbdc5_FORMATO.png
18,"{'A': 2, 'CA': 3, 'DS': 30, 'FC': 24, 'FD': 5, 'FF': 9, 'FS': 16, 'I': 1, 'PI': 213, 'SG': 8}",101708,35,277,2,7,-1.2,5.11,-0.09,3.29,23,-0.26,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",felipe-jonatan,Felipe Jonatan,F. Jonatan,Felipe Jonatan Rocha Andrade,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png
19,"{'CA': 6, 'CV': 1, 'DS': 63, 'FC': 35, 'FD': 4, 'FF': 6, 'FS': 24, 'I': 2, 'PC': 2, 'PI': 303, 'SG': 8}",104257,35,1371,2,7,4.7,6.98,0.28,3.05,28,4.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",joao-lucas,JoÑo Lucas,J. Lucas,JoÑo Lucas de Almeida Carvalho,https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png
20,"{'CA': 1, 'DE': 49, 'DP': 2, 'GS': 11, 'PC': 1, 'SG': 4}",72372,35,276,1,7,0.0,6.45,-1.03,5.39,13,0.96,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",felipe-alves,Felipe Alves,F. Alves,Felipe Alves Raymundo,https://s.glbimg.com/es/sde/f/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png
21,"{'A': 2, 'CA': 4, 'DS': 22, 'FC': 25, 'FD': 4, 'FF': 16, 'FS': 13, 'FT': 1, 'I': 1, 'PC': 1, 'PI': 147, 'SG': 8}",87228,35,282,2,5,0.0,12.12,0.0,4.23,18,7.58,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",guilherme-arana,Guilherme Arana,G. Arana,Guilherme Antonio Arana Lopes,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png
22,"{'A': 2, 'CA': 3, 'DS': 13, 'FC': 11, 'FD': 7, 'FF': 4, 'FS': 20, 'FT': 1, 'G': 1, 'I': 8, 'PI': 41}",90285,35,262,5,5,0.0,14.9,0.0,5.88,8,10.32,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bruno-henrique,Bruno Henrique,B. Henrique,Bruno Henrique Pinto,https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png
23,"{'A': 3, 'CA': 6, 'DS': 48, 'FC': 27, 'FF': 1, 'FS': 18, 'PI': 174, 'SG': 5}",38144,35,276,2,7,-0.6,7.94,-0.45,2.73,28,0.71,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rafinha,Rafinha,Rafinha,M†rcio Rafael Ferreira de Souza,https://s.glbimg.com/es/sde/f/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png
24,"{'CA': 4, 'DE': 67, 'DS': 1, 'FS': 5, 'GS': 21, 'SG': 9}",96468,35,285,1,6,0.0,8.64,0.0,4.13,22,6.17,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",daniel,Daniel,Daniel,Daniel de Sousa Brito,https://s.glbimg.com/es/sde/f/2022/04/02/9ce578918b5a7d98112629368b0a657d_FORMATO.png
25,"{'CA': 1, 'DE': 82, 'DP': 2, 'DS': 1, 'FC': 1, 'FS': 4, 'GS': 22, 'PC': 1, 'SG': 9}",72580,35,327,1,7,14.0,9.51,2.19,5.45,22,12.98,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png
26,"{'CA': 2, 'DE': 102, 'FS': 4, 'GS': 40, 'SG': 11}",37656,35,266,1,7,0.0,11.08,0.0,3.45,34,9.07,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fabio,F†bio,F†bio,F†bio Deivson Lopes Maciel,https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png
27,"{'CA': 3, 'CV': 1, 'DS': 9, 'FC': 19, 'FF': 2, 'FS': 2, 'G': 3, 'PI': 50, 'SG': 7}",89226,35,327,3,6,0.0,6.73,0.0,3.27,17,1.87,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",iago-maidana,Iago Maidana,I. Maidana,Iago Justen Maidana Martins,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png
28,"{'CA': 7, 'DS': 44, 'FC': 29, 'FD': 5, 'FF': 9, 'FS': 20, 'G': 8, 'I': 6, 'PC': 1, 'PI': 92, 'SG': 12}",71684,35,275,3,7,7.9,16.0,0.08,6.67,26,8.71,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gustavo-gomez,Gustavo G¢mez,G. G¢mez,Gustavo Ra£l G¢mez Portillo,https://s.sde.globo.com/media/person_role/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png
29,"{'A': 1, 'CA': 1, 'DS': 20, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 3, 'G': 1, 'PI': 16, 'SG': 2}",89493,35,282,3,5,0.0,7.5,0.0,6.65,7,7.88,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png
30,"{'A': 1, 'CA': 5, 'DS': 8, 'FC': 8, 'FF': 2, 'FS': 7, 'G': 2, 'PI': 45, 'SG': 4}",90768,35,262,3,7,0.8,5.7,0.07,3.98,11,1.59,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fabricio-bruno,Fabr°cio Bruno,F. Bruno,Fabr°cio Bruno Soares de Faria,https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png
31,"{'A': 1, 'CA': 4, 'DS': 27, 'FC': 18, 'FD': 8, 'FF': 16, 'FS': 54, 'FT': 2, 'G': 1, 'I': 13, 'PI': 69, 'PS': 1}",101314,35,282,5,7,1.2,9.89,-0.55,2.8,30,2.37,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ademir,Ademir,Ademir,Ademir da Silva Santos J£nior,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png
32,"{'CA': 8, 'DS': 46, 'FC': 42, 'FD': 9, 'FF': 14, 'FS': 24, 'I': 1, 'PC': 1, 'PI': 205}",96652,35,282,4,3,1.7,4.24,-0.19,1.61,29,1.95,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",allan,Allan,Allan,Allan Rodrigues de Souza,https://s.glbimg.com/es/sde/f/2022/07/15/9d08742f2ed78c483fb890fcb2a8602e_FORMATO.png
33,{},110506,35,275,6,7,9.63,14.69,0.1,6.16,33,10.03,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png
34,"{'CA': 3, 'DS': 27, 'FC': 37, 'FD': 3, 'FF': 8, 'FS': 39, 'G': 1, 'PI': 105, 'PS': 1}",86686,35,263,4,7,4.6,4.77,-0.36,1.77,26,4.46,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",tche-tche,Tchà Tchà,T. Tchà,Danilo das Neves Pinheiro,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png
35,"{'A': 2, 'CA': 2, 'DS': 20, 'FC': 20, 'FF': 4, 'FS': 9, 'GC': 1, 'I': 1, 'PI': 60, 'SG': 9}",80692,35,275,3,6,0.0,8.3,0.0,4.64,15,8.69,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",luan,Luan,Luan,Luan Garcia Teixeira,https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png
36,{},103706,35,282,4,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",neto,Neto,Neto,Antìnio Fialho de Carvalho Neto,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png
37,"{'A': 1, 'DS': 14, 'FC': 9, 'FD': 10, 'FF': 12, 'FS': 19, 'FT': 1, 'G': 3, 'I': 2, 'PI': 59}",70360,35,282,5,7,0.0,5.82,-0.3,2.84,25,0.85,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",eduardo-sasha,Eduardo Sasha,E. Sasha,Eduardo Colcenti Antunes,https://s.glbimg.com/es/sde/f/2022/07/15/3da3eaef7ccc5ccb470a282ab0947902_FORMATO.png
38,"{'A': 1, 'CA': 4, 'DS': 26, 'FC': 13, 'FD': 1, 'FF': 3, 'FS': 7, 'G': 1, 'I': 1, 'PI': 114, 'SG': 7}",97867,35,280,3,5,0.0,9.77,0.0,3.34,20,1.9,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",leo-ortiz,LÇo Ortiz,L. Ortiz,Leonardo Rech Ortiz,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png
39,"{'A': 1, 'CA': 1, 'DS': 52, 'FC': 19, 'FD': 1, 'FF': 8, 'FS': 18, 'I': 1, 'PI': 171, 'SG': 7}",101319,35,282,2,7,-0.6,8.24,-1.66,5.0,19,0.78,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",guga,Guga,Guga,Cl†udio Rodrigues Gomes,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png
40,"{'CA': 5, 'DS': 20, 'FC': 15, 'FD': 2, 'FF': 4, 'FS': 13, 'PI': 59, 'SG': 4}",98484,35,263,3,6,0.0,4.08,0.0,2.14,19,3.43,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",kanu,Kanu,Kanu,Victor Hugo Soares dos Santos,https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png
41,{},50645,35,327,2,6,0.0,4.0,0.0,0.0,0,3.11,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",eduardo,Eduardo,Eduardo,Carlos Eduardo Santos Oliveira,https://s.glbimg.com/es/sde/f/2022/08/16/763e722867751c09a3568b9a8117bb29_FORMATO.jpeg
42,"{'A': 1, 'CA': 2, 'DS': 15, 'FC': 16, 'FD': 3, 'FF': 5, 'FS': 12, 'FT': 2, 'G': 1, 'I': 1, 'PI': 70}",101798,35,354,4,6,0.0,3.47,0.0,2.29,16,0.32,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",guilherme-castilho,Guilherme Castilho,G. Castilho,Guilherme Castilho Carvalho,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png
43,{},104383,35,282,1,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-mendes,Matheus Mendes,M. Mendes,Matheus Mendes Werneck de Oliveira,https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png
44,"{'CA': 1, 'DS': 1, 'FC': 10, 'FD': 2, 'FF': 4, 'FS': 7, 'FT': 1, 'G': 2, 'I': 4, 'PI': 28}",38279,35,327,5,6,0.7,4.2,-1.21,1.38,16,1.17,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",wellington-paulista,Wellington Paulista,W. Paulista,Wellington Pereira do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png
45,"{'CA': 7, 'CV': 1, 'DS': 25, 'FC': 12, 'FD': 2, 'FF': 8, 'FS': 15, 'G': 1, 'PC': 1, 'PI': 71, 'SG': 1}",104401,35,286,3,7,1.5,4.06,0.05,2.34,16,1.81,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitor-mendes,Vitor Mendes,V. Mendes,Vitor Mendes Alves,https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png
46,"{'A': 1, 'CA': 1, 'CV': 1, 'DS': 28, 'FC': 31, 'FD': 13, 'FF': 20, 'FS': 28, 'G': 4, 'I': 3, 'PI': 195}",60825,35,327,5,7,3.6,6.56,0.62,2.53,33,3.92,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",felipe-azevedo,Felipe Azevedo,F. Azevedo,Felipe Azevedo dos Santos,https://s.glbimg.com/es/sde/f/2022/02/25/32fc5d9f18e690ed6ef80d16faae95cc_FORMATO.png
47,{},107898,35,282,5,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",felipe-felicio,Felipe Fel°cio,F. Fel°cio,Felipe Fel°cio Silva Reis,https://s.glbimg.com/es/sde/f/2022/07/15/4f6c8cec8a2cbc0adb60d17bffa0eab4_FORMATO.png
48,"{'A': 2, 'CA': 1, 'DS': 28, 'FC': 18, 'FD': 2, 'FF': 7, 'FS': 4, 'G': 1, 'I': 3, 'PI': 165, 'SG': 10}",71680,35,327,2,2,5.4,6.23,0.76,3.84,23,5.39,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",raul-caceres,Ra£l C†ceres,R. C†ceres,Ra£l Alejandro C†ceres Bogado,https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png
